Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Number of Funding Rounds,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Organization Revenue Range,Organization Website,Organization Location,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - Verso Learning,https://www.crunchbase.com/funding_round/verso-learning-series-a--007d7e5d,Verso Learning,https://www.crunchbase.com/organization/verso-learning,Series A,2000000,USD,2000000,2017-06-22,Early Stage Venture,,,,Yes,"Verso Learning is an innovative, global education company where pedagogy meets technology.","E-Learning, Education, Innovation Management, Machine Learning",,1,Early Stage Venture,2000000,USD,2000000,$1M to $10M,https://v2.versoapp.com,"Victoria Park, Queensland, Australia, Oceania",Ken Lowe,Ken Lowe,1,,"662,969"
Angel Round - SandStar,https://www.crunchbase.com/funding_round/yi-tunnel-angel--12958922,SandStar,https://www.crunchbase.com/organization/yi-tunnel,Angel,10000000,CNY,1517468,2017-10-11,Seed,,,,Yes,SandStar is an artificial intelligence platform that provides computer vision technology to the retail industry.,"Artificial Intelligence (AI), Computer Vision, Information Technology, Machine Learning, Retail, Software",,4,Early Stage Venture,110000000,CNY,15576647,$10M to $50M,http://www.sandstar.com/,"Beijing, Beijing, China, Asia",Baidu Ventures,"Baidu Ventures, Fengshion Capital",2,,"125,026"
Seed Round - CENTURY Tech,https://www.crunchbase.com/funding_round/century-seed--fefa220d,CENTURY Tech,https://www.crunchbase.com/organization/century,Seed,1500000,GBP,1924891,2017-04-25,Seed,,,,Yes,"CENTURY is the award-winning artificial intelligence teaching and learning platform for schools, colleges and universities.","Artificial Intelligence (AI), Big Data, E-Learning, EdTech, Education, Personal Development",,8,Early Stage Venture,25819476,USD,25819476,$1M to $10M,https://www.century.tech/,"London, England, United Kingdom, Europe",,Pitch@Palace,1,,"125,077"
Venture Round - SpecLab,https://www.crunchbase.com/funding_round/speclab-series-unknown--208bb797,SpecLab,https://www.crunchbase.com/organization/speclab,Venture - Series Unknown,1115000,USD,1115000,2017-08-23,,,,,Yes,SpecLab is a soil fertility analysis solution that spun out of Brazilian agriculture lab IBRA.,"Agriculture, Analytics, Artificial Intelligence (AI), Biotechnology, Farming, Information Technology, Software",,2,,2300091,USD,2300091,$1M to $10M,http://www.speclab.com.br/,"Sumaré, Sao Paulo, Brazil, South America",,SP Ventures,1,,"126,101"
Seed Round - Nimblr.ai,https://www.crunchbase.com/funding_round/nimblr-ai-seed--c5bfd9fb,Nimblr.ai,https://www.crunchbase.com/organization/nimblr-ai,Seed,1275000,USD,1275000,2017-06-15,Seed,,,,Yes,Holly by Nimblr.ai is the first artificial intelligence powered assistant that manages healthcare appointments.,"Artificial Intelligence (AI), Health Care, Machine Learning, Software","Hispanic / Latine Founded, Women Founded",1,Seed,1275000,USD,1275000,$1M to $10M,https://www.nimblr.ai,"Santa Monica, California, United States, North America",On Ventures,"Ideas & Capital, On Ventures, Onventures",3,,"126,216"
"Seed Round - Retainable, Inc. (formerly known as QuitAlert)",https://www.crunchbase.com/funding_round/quitalert-inc-seed--8f667e90,"Retainable, Inc. (formerly known as QuitAlert)",https://www.crunchbase.com/organization/quitalert-inc,Seed,620000,USD,620000,2017-05-10,Seed,,,,Yes,Retainable helps businesses grow stronger with happier workplace by increasing employee retention.,"Artificial Intelligence (AI), Big Data, Enterprise Software, Human Resources, Machine Learning, Predictive Analytics, SaaS, Software",,1,Seed,620000,USD,620000,Less than $1M,http://www.retainable.ai,"Menlo Park, California, United States, North America",,,,,"646,858"
Seed Round - EvaBot,https://www.crunchbase.com/funding_round/evabot-inc-seed--d1c50497,EvaBot,https://www.crunchbase.com/organization/evabot-inc,Seed,1610000,USD,1610000,2017-12-01,Seed,,,,Yes,Eva is helping businesses build authentic relationships with their clients by making it easy to send personalized gifts.,"Artificial Intelligence (AI), E-Commerce, Gift, Information Technology, Virtual Assistant","South Asian Founded, South Asian Led",9,Early Stage Venture,13690000,USD,13690000,$1M to $10M,https://www.evabot.ai/,"San Mateo, California, United States, North America",Bloomberg Beta,"Augment Ventures, Bloomberg Beta, GWC Innovator Fund, Precursor Ventures",4,3,"126,317"
Seed Round - Token,https://www.crunchbase.com/funding_round/token-4-seed--3f4888cf,Token,https://www.crunchbase.com/organization/token-4,Seed,2500000,USD,2500000,2017-04-26,Seed,,,,Yes,Token is a personal assistant for giving thoughtful gifts.,"Artificial Intelligence (AI), Gift, Virtual Assistant",,1,Seed,2500000,USD,2500000,Less than $1M,https://token.ai/,"New York, New York, United States, North America",Upfront Ventures,"Human Ventures, LionTree, Slow Ventures, Upfront Ventures",4,,"350,188"
Seed Round - Cien,https://www.crunchbase.com/funding_round/cien-inc-seed--f67d74ba,Cien,https://www.crunchbase.com/organization/cien-inc,Seed,1000000,USD,1000000,2017-02-02,Seed,,,,Yes,Cien is a Artificial Intelligence platform,"Analytics, Artificial Intelligence (AI), B2B, Productivity Tools, SaaS, Sales, Service Industry, Software",Women Founded,3,Seed,5700000,USD,5700000,$1M to $10M,https://www.cien.ai,"Plano, Texas, United States, North America",,,,,"351,866"
Seed Round - MERIDIUN,https://www.crunchbase.com/funding_round/meridian-ar-seed--eda6b234,MERIDIUN,https://www.crunchbase.com/organization/meridian-ar,Seed,2350000,USD,2350000,2017-09-15,Seed,22000000,USD,22000000,Yes,MERIDIUN is an omni-channel mobile technology company allowing enterprises to deliver seamless experiences.,"Augmented Reality, Enterprise Software, Natural Language Processing, Retail Technology, Risk Management, SaaS, Service Industry, Software",,4,Seed,3625000,USD,3625000,Less than $1M,http://www.meridiun.com,"Irvine, California, United States, North America",,,,,"543,680"
Angel Round - HOPE Xiangwang,https://www.crunchbase.com/funding_round/hope-xiangwang-angel--f797b633,HOPE Xiangwang,https://www.crunchbase.com/organization/hope-xiangwang,Angel,3000000,CNY,453702,2017-11-22,Seed,,,,Yes,HOPE Xiangwang is an enterprise for applying AI technology to smart homes and other industries.,"Artificial Intelligence (AI), Smart Home, Theatre",,1,Seed,3000000,CNY,453702,$1M to $10M,http://m.nbhope.cn/,"Ningbo, Zhejiang, China, Asia",,Xingfu Jijin,1,,"513,272"
Seed Round - wherEX,https://www.crunchbase.com/funding_round/wherex-seed--b2821532,wherEX,https://www.crunchbase.com/organization/wherex,Seed,450000,USD,450000,2017-11-13,Seed,,,,Yes,wherEX is an e-sourcing solution that leverages machine learning to reduce procurement costs across all industries,"Artificial Intelligence (AI), B2B, Big Data, E-Commerce, Machine Learning, Procurement, SaaS",,4,Seed,7450000,USD,7450000,,https://www.wherex.com/,"Santiago, Region Metropolitana, Chile, South America",,,,,"547,753"
Seed Round - The Data Appeal Company,https://www.crunchbase.com/funding_round/travel-appeal-seed--4e038266,The Data Appeal Company,https://www.crunchbase.com/organization/travel-appeal,Seed,700000,EUR,754038,2017-03-16,Seed,5300000,EUR,5709146,Yes,The Data Appeal Company democratises and facilitates the use and understanding of data.,"Analytics, Artificial Intelligence (AI), Big Data, Finance, Predictive Analytics, Retail, Software, Travel",,4,M&A,4050000,EUR,4599916,$1M to $10M,https://datappeal.io/,"Firenze, Toscana, Italy, Europe",,,,,"544,203"
Seed Round - Corerain Technologies,https://www.crunchbase.com/funding_round/corerain-technologies-seed--d007d98a,Corerain Technologies,https://www.crunchbase.com/organization/corerain-technologies,Seed,15000000,CNY,2272607,2017-11-01,Seed,,,,Yes,"Corerain provides AI acceleration solutions to embedding frontend, edge, and backend AI devices.","Artificial Intelligence (AI), Cloud Computing, Information Technology, Machine Learning",,2,Late Stage Venture,15000000,CNY,2272607,$1M to $10M,http://www.corerain.com/en,"Shanghai, Shanghai, China, Asia",Sky Saga Capital,"Shenzhen Yunchuangtou, Sky Saga Capital, Topping Capital",3,,"650,337"
Seed Round - Datalytics,https://www.crunchbase.com/funding_round/datalytics-seed--21905d6e,Datalytics,https://www.crunchbase.com/organization/datalytics,Seed,450000,EUR,530125,2017-10-20,Seed,,,,Yes,Datalytics provides a suite of products in the 1) live customer engagement 2) data visualization platform and 3) social media analytics,"Analytics, Artificial Intelligence (AI), Digital Entertainment, Digital Marketing, Lead Generation, Machine Learning, Marketing Automation, Social Media, Social Media Advertising, Social Media Marketing",,2,Seed,650000,EUR,755681,Less than $1M,http://www.datalytics.it/,"Roma, Lazio, Italy, Europe",,GELLIFY,1,,"650,374"
Series A - Bespoke,https://www.crunchbase.com/funding_round/bespoke-a9be-series-a--325d1677,Bespoke,https://www.crunchbase.com/organization/bespoke-a9be,Series A,110000000,JPY,996007,2017-08-01,Early Stage Venture,,,,Yes,Bespoke is a developer of Artificial Intelligence (AI) technology dedicated to multilingual guest services.,"Artificial Intelligence (AI), Information Technology, Leisure, Machine Learning, Software, Travel",,4,Early Stage Venture,365000000,JPY,3296499,Less than $1M,https://www.be-spoke.io,"Tokyo, Tokyo, Japan, Asia",,,,,"650,705"
Venture Round - AI inside,https://www.crunchbase.com/funding_round/ai-inside-series-unknown--a43beac6,AI inside,https://www.crunchbase.com/organization/ai-inside,Venture - Series Unknown,200000000,JPY,1809054,2017-03-26,,,,,Yes,AI inside specializes in software development and artificial intelligence business.,"Artificial Intelligence (AI), Information Technology, Software",,8,IPO,1379500000,JPY,12351212,$10M to $50M,https://inside.ai/,"Tokyo, Tokyo, Japan, Asia",Leopalace21,Leopalace21,1,,"549,630"
Series A - Codeobe,https://www.crunchbase.com/funding_round/codeobe-series-a--5f647f2d,Codeobe,https://www.crunchbase.com/organization/codeobe,Series A,712000,USD,712000,2017-03-21,Early Stage Venture,1000000,USD,1000000,Yes,Codeobe is a cloud-based software startup company that specializes in providing customized AI/ ML enabled tech solutions for businesses.,"Artificial Intelligence (AI), Cloud Computing, Mobile Apps, Software, Web Apps, Web Development",,1,Early Stage Venture,712000,USD,712000,,https://www.codeobe.cloud/,"Ja Ela, Western, Sri Lanka, Asia",,,,,"549,826"
Series A - Rotageek,https://www.crunchbase.com/funding_round/rotageek-limited-series-a--bb0a3848,Rotageek,https://www.crunchbase.com/organization/rotageek-limited,Series A,1700000,GBP,2277389,2017-10-01,Early Stage Venture,,,,Yes,"Using data-driven technology to meet demand, engage teams, and drive efficiency.","Artificial Intelligence (AI), Data Integration, Human Resources, Machine Learning, Retail, Scheduling, Small and Medium Businesses",,8,,16609000,GBP,21044721,$1M to $10M,http://www.rotageek.com,"London, England, United Kingdom, Europe",,"VentureFounders, Will Brooks, Will Martin",3,,"651,751"
Grant - Data2Discovery Inc,https://www.crunchbase.com/funding_round/data2discovery-grant--c82b4f28,Data2Discovery Inc,https://www.crunchbase.com/organization/data2discovery,Grant,1323521,USD,1323521,2017-03-24,,,,,No,Data2Discovery is an AI and analytics platform for drug discovery.,"Analytics, Artificial Intelligence (AI), Biotechnology, Machine Learning, Pharmaceutical",,2,,1503520,USD,1503520,$1M to $10M,https://www.d2discovery.com/,"Bloomington, Indiana, United States, North America",National Science Foundation,National Science Foundation,1,,"631,197"
Seed Round - Digitrax AI,https://www.crunchbase.com/funding_round/digitrax-entertainment-seed--e0980254,Digitrax AI,https://www.crunchbase.com/organization/digitrax-entertainment,Seed,2000000,USD,2000000,2017-04-11,Seed,15000000,USD,15000000,Yes,Music Tech Company Building Web3 AI Music Platform & Interactive Music Offers For The Metaverse,"Artificial Intelligence (AI), Media and Entertainment, Metaverse, Music, Music Streaming, Professional Services, Web3",,1,Seed,2000000,USD,2000000,$1M to $10M,http://www.digitrax.ai,"Miami, Florida, United States, North America",,,,,"652,240"
Seed Round - Competera,https://www.crunchbase.com/funding_round/competera-seed--ab18a57d,Competera,https://www.crunchbase.com/organization/competera,Seed,1000000,USD,1000000,2017-11-10,Seed,,,,Yes,Competera enables retailers and brands to increase customer trust by setting and maintaining optimal price positions on a real-time basis.,"Analytics, Artificial Intelligence (AI), Big Data, E-Commerce, Enterprise Software, Information Technology, Machine Learning, Retail, Retail Technology, Software",,6,Seed,7300000,USD,7300000,$10M to $50M,https://competera.net,"West Hollywood, California, United States, North America",SMRK VC Fund,SMRK VC Fund,1,,"652,479"
Seed Round - Mainstay,https://www.crunchbase.com/funding_round/admithub-seed--13327bcb,Mainstay,https://www.crunchbase.com/organization/admithub,Seed,2580000,USD,2580000,2017-01-11,Seed,5040000,USD,5040000,Yes,"Mainstay is a developer of a chatbot platform that increases student engagement, enrollment, and success.","Artificial Intelligence (AI), Chatbot, Education, Information Services, Machine Learning, Mobile Apps, Natural Language Processing, Virtual Assistant",,10,,30158000,USD,30158000,$1M to $10M,https://www.mainstay.com,"Boston, Massachusetts, United States, North America","Reach Capital, Relay Ventures","Alumni Ventures, Bisk Ventures, Charlie Cheever, Chris Gabrieli, FundersClub, Kevin Morgan, Martin Keck, Reach Capital, Relay Ventures, University Ventures",10,3,"186,647"
Pre Seed Round - PowerArena,https://www.crunchbase.com/funding_round/powerarena-pre-seed--ea31538c,PowerArena,https://www.crunchbase.com/organization/powerarena,Pre-Seed,500000,USD,500000,2017-11-01,Seed,,,,Yes,PowerArena uses deep learning video analysis to identify problems in manufacturing assembly line operations.,"Analytics, Artificial Intelligence (AI), Computer Vision, Machine Learning, Manufacturing, Software",,3,Seed,3000000,USD,3000000,$1M to $10M,http://www.powerarena.com,"Taipei, T'ai-pei, Taiwan, Asia",,,,,"187,501"
Seed Round - Staffjoy,https://www.crunchbase.com/funding_round/staffjoy-seed--463e2754,Staffjoy,https://www.crunchbase.com/organization/staffjoy,Seed,1200000,USD,1200000,2017-01-10,Seed,,,,Yes,Staffjoy helps automate the process of scheduling shifts for businesses to help managers staff effectively.,"Artificial Intelligence (AI), Consulting, Human Resources, Information Technology, SaaS, Scheduling, Small and Medium Businesses, Software",,3,Seed,1212000,USD,1212000,$1M to $10M,https://www.staffjoy.com/,"San Francisco, California, United States, North America",Caffeinated Capital,"Brainchild Holdings, Caffeinated Capital, Haystack",3,2,"188,435"
Grant - UNFRAUD,https://www.crunchbase.com/funding_round/unfraud-grant--b1d28c15,UNFRAUD,https://www.crunchbase.com/organization/unfraud,Grant,1000000,EUR,1076912,2017-02-01,,,,,No, UNFRAUD is a software platform that prevents potential online fraud scenarios.,"Artificial Intelligence (AI), Fraud Detection, Software, Transaction Processing",,5,Seed,1175000,EUR,1274649,$1M to $10M,http://unfraud.com/#home,"Roma, Lazio, Italy, Europe",,,,,"149,077"
Seed Round - DecorMatters,https://www.crunchbase.com/funding_round/decormatters-com-seed--36ad5fdb,DecorMatters,https://www.crunchbase.com/organization/decormatters-com,Seed,1000000,USD,1000000,2017-03-30,Seed,,,,Yes,Building the world's first blockchain-based creativity ecosystem for the trillion dollar home renovation industry,"Artificial Intelligence (AI), Augmented Reality, Blockchain, Interior Design, Online Games, Real Estate",Women Founded,3,,11500000,USD,11500000,Less than $1M,https://www.decormatters.com,"Santa Clara, California, United States, North America",ZenStone Venture Capital,ZenStone Venture Capital,1,,"189,183"
Venture Round - Walmart Aspectiva,https://www.crunchbase.com/funding_round/aspectiva-series-unknown--61c30180,Walmart Aspectiva,https://www.crunchbase.com/organization/aspectiva,Venture - Series Unknown,1400000,USD,1400000,2017-12-15,,,,,Yes,Turn Product Reviews into a Smarter Shopping Experience,"Artificial Intelligence (AI), E-Commerce, Internet, Machine Learning, Natural Language Processing, Retail, Retail Technology",,4,M&A,8200000,USD,8200000,$1M to $10M,http://www.aspectiva.com,"Tel Aviv, Tel Aviv, Israel, Asia",,"Global Brain Corporation, KDDI Open Innovation Fund, Reinvent VC",3,1,"498,525"
