Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
CareSkore,https://www.crunchbase.com/organization/careskore,"CareSkore's web and mobile platform helps healthcare organizations better manage patient populations. Using multivariate predictive analysis, CareSkore helps better measure and manage clinical and financial risk on an ongoing basis. The solution helps reduce costs and optimize revenues. CareSkore comes complete with powerful features, robust reporting capabilities, automation, and is easy to use.","Analytics, Big Data, Consulting, Health Care, Information Technology, mHealth, Mobile, Predictive Analytics, SaaS, Software","Mountain View, California, United States",AI based Patient engagement 2.0,4420000,USD,4420000,,,,,3,20,4420000,USD,4420000,,,,4300000,USD,4300000,2,2016-08-09,"San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,"UpHonest Capital, Y Combinator, Cota Capital, Storm Ventures, SGH CAPITAL",$10M to $50M,2016-08-09,,Private,94041,2014-09-07,day,For Profit,http://www.careskore.com,https://www.linkedin.com/company/care-skore,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Mobile, Professional Services, Software",2,"Jas Grewal, Puneet Grewal",11-50,Seed,Seed,4300000,USD,4300000,Seed,1,9,,,"96,585","95,967",,,Women Founded,,,,,,,,,
Codeplay Software,https://www.crunchbase.com/organization/codeplay-software,"Codeplay Software is a world pioneer in acceleration technologies for AI, having developed some of the first tools to enable complex software, such as AI, to be accelerated using graphics processors. Today, most AI software, including for cars, is developed using graphics processors designed for video games. Codeplay is the world’s leading company providing the tools to enable software to be accelerated by graphics processors or the latest specialized AI processors. Codeplay works with the world's leading technology businesses to build advanced intelligence into devices ranging from smartphones to self-driving cars.","Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning, Software","Edinburgh, Edinburgh, City of, United Kingdom","Enabling AI to be Open, Safe and Accessible to All",3100000,GBP,4415325,2022-06-01,day,13,"2,743",24,12,3100000,GBP,4415325,,Computing; Calculating,Scientific and electric apparatus and instruments,3100000,GBP,4415325,1,2018-04-13,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,Foresight Group,,,5,Private,EH3 9DR,2002-01-01,year,For Profit,https://www.codeplay.com,https://www.linkedin.com/company/359476/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",1,Andrew Richards,51-100,M&A,Venture - Series Unknown,3100000,GBP,4415325,Venture - Series Unknown,1,1,,Was Acquired,"62,866","62,565",,,,,,,,,,,,
GVA TECH Japan,https://www.crunchbase.com/organization/gva-tech-japan,"GVA TECH is a development and provision of AI-CON series many of the current Legal Services are highly specialized and cost more in proportion to difficulty.This makes it difficult for startups, freelancers, and the general public to get Legal Service right after they start a business.","Artificial Intelligence (AI), Task Management","Tokyo, Tokyo, Japan",GVA TECH is a development and provision of AI-CON series many of the current Legal Services are highly specialized.,480000000,JPY,4408860,,,,,17,,480000000,JPY,4408860,,,,300000000,JPY,2788493,2,2020-06-29,Asia-Pacific (APAC),,"Salesforce Ventures, DBJ Capital, Seibu Shinkin Capital",,,,Private,,2017-01-04,day,For Profit,https://gvatech.co.jp/,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,Yamamoto Shun,51-100,Seed,Seed,300000000,JPY,2788493,Seed,1,3,,,"62,613","62,315",,,,,,,,,,,,
Smartbreeder,https://www.crunchbase.com/organization/smartbreeder,"Smartbreeder is a digital agronomic intelligence company that promotes sustainable agriculture with high efficiency of agricultural inputs, reducing costs, increasing productivity and rationalizing the decision-making process at all stages of crop management.","Agriculture, AgTech, Artificial Intelligence (AI), Farming, Predictive Analytics, Sustainability","Piracicaba, Sao Paulo, Brazil",Smartbreeder is a digital agronomic intelligence company that promotes sustainable agriculture.,20000000,BRL,4408841,,,,,10,,20000000,BRL,4408841,,,,15000000,BRL,2887003,2,2024-05-01,Latin America,Less than $1M,"KPTL, EcoEnterprises Fund, Inseed Investimentos",,,,Private,,2010-01-01,year,For Profit,http://www.smartbreeder.com.br,https://www.linkedin.com/company/smartbreeder/,,,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Sustainability",1,Éder Giglioti,51-100,,Venture - Series Unknown,15000000,BRL,2887003,Venture - Series Unknown,3,3,,,"58,244","57,991",,,,,,,,,,,,
BrainScan,https://www.crunchbase.com/organization/brainscan-4411,"BrainScan is a MedTech startup, that has developed A.I. powered brain scans interpretation solution for digital imaging diagnostics as Computed Tomography to prevent under-reporting problem and prioritizing patients using Augmented Intelligence, by detecting up to 26 brain lesions. We have secured large & tagged brain CT database (dataset cover 250K CT exams with text reports) to develop high quality neural networks architecture for autonomous brain scans interpretation.  Clinical Evaluation (POC) was introduced in October 2020. Since 2019, BrainScan CT - decision support system for the interpretation of head computed tomography based on machine learning is a medical product labeling the CE2274 mark. BrainScan company develope a high quality product, as evidenced by received certificates confirming compliance with the requirements of the ISO13485: 2016 standard and the requirements of the MDD 93/42 / EEC Directive. In 2023, we obtained CE MDR 2017/ 745 medical certification, product class IIa.","Artificial Intelligence (AI), Health Diagnostics, Machine Learning","Gdansk, Pomorskie, Poland",We add value to radiology workflow to prevent under-reporting and prioritizing patients using augmented intelligence,4406859,USD,4406859,,,1,252,31,,2424651,USD,2424651,,,Scientific and electric apparatus and instruments,6000000,PLN,1429142,6,2023-06-01,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,LSI (Life Science Innovations Fund),,,0,Private,80-741,2017-01-01,year,For Profit,https://www.brainscan.ai/,https://www.linkedin.com/company/brainscan-ai/,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",3,"Marek Trojanowicz, Mateusz Marmołowski, Robert Kitlowski",11-50,Early Stage Venture,Series A,6000000,PLN,1429142,Series A,,1,,,"64,004","63,699",,,,,,,,,,,,
Solvemed Group,https://www.crunchbase.com/organization/solvemed-group,"At Solvemed Group, we believe in challenging the status quo of neurological care. Our founders experienced first-hand the grave consequences of poor diagnostic standards in neurodegenerative diseases. With the primary focus in Parkinson’s disease, we leverage our proprietary machine learning technology to develop novel diagnostic-predictive digital biomarkers to enable first-in-class, accurate, early and cost-effective diagnostic and monitoring tools. In everything we do, we put the needs of patients and healthcare professionals first. We also happen to revolutionise drug discovery as our biomarkers enable disease-modifying drugs. We respond to the unmet needs of neurological patients by providing reliable, accurate, early diagnostics and monitoring tools for better quality care and treatment outcomes. Our work has the potential to improve healthcare systems by optimising relevant care pathways and reducing the financial burden imposed by inadequate diagnostics. Through our proprietary medical data repositories, we work with our biopharmaceutical industry partners driving clinical trial efficiency and making first-in-class disease-modifying drugs possible. Everything we do is strongly embedded in world-class science. Our global team of renowned scientists and technology experts works closely with clinical researchers from top research institutions, such as Oxford University, University College London, Harvard Medical School and Duke University, among other.","Artificial Intelligence (AI), Machine Learning, Medical Device","Cambridge, Cambridgeshire, United Kingdom",Revolutionising neurology diagnostics and drug discovery with the power of Artificial Intelligence.,4403981,USD,4403981,,,,834,15,,4403981,USD,4403981,,,,3200000,GBP,3633981,2,2022-10-05,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"APEX Ventures, Sunfish Partners, Preface Ventures, Rheingau Founders, Tensor Ventures",,,,Private,OX4 4AA,2019-09-01,month,For Profit,https://solvemed.ai,https://www.linkedin.com/company/solvemed-group/,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",2,"Hugo Chrost, Michal Wlodarski",11-50,Seed,Seed,3200000,GBP,3633981,Seed,1,7,,,"30,979","30,898",,,,,,,,,,,,
WOOM,https://www.crunchbase.com/organization/woom-fertility,"WOOM is AI for Reproductive Health. Our vision is women’s health, empowering users to make the right decisions about their reproductive health. 17 to 25% of couples experience a challenge with fertility. Both female founders faced it and why they left Google and eBay to launch WOOM. WOOM is an easy, unique and personal experience. Besides the personal recommendations, WOOM calculates daily chances of pregnancy, cycles calendar; and users receive support through an engaged community and a fertility services platform. Our first product is trying to conceive and we are moving into other women's health stage.","Apps, Artificial Intelligence (AI), Health Care, Lifestyle, mHealth, Wellness","Madrid, Madrid, Spain",WOOM is Data science for Women's and Reproductive Health,4400703,USD,4400703,2022-05-30,day,4,,26,14,4068543,USD,4068543,,,Scientific and electric apparatus and instruments,13706,GBP,17940,11,2020-08-21,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Less than $1M,"Google for Startups, Crowdcube, TheVentureCity, ENISA, Begin Capital",,,0,Private,28028,2015-01-01,year,For Profit,https://woomhealth.com,https://www.linkedin.com/company/woom-fertility,,,"Apps, Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Health Care, Mobile, Science and Engineering, Software",2,"Clelia Morales, Laurence Fontinoy",11-50,M&A,Equity Crowdfunding,13706,GBP,17940,Equity Crowdfunding,6,23,,Was Acquired,"43,777","43,630",,,,,,,,,,,,
DABBEL,https://www.crunchbase.com/organization/dabbel-automation-intelligence,"DABBEL is an AI-Autonomous Building Management System with the ability to self-manage building control systems more efficiently than any human. Controls include, but are not limited to, building temperature, ventilation and lighting. It makes its own decisions, through a self-learning, self-adapting and self-configuring system with cognitive artificial intelligence.  DABBEL reduces implementation, energy and operational costs (20-40%) and simultaneously increases the wellness and productivity of tenants providing a healthy environment. DABBEL can transform your office building into an AI Self-Driving building in just 2 weeks!  Do you want to know how? Let's have a talk!","Artificial Intelligence (AI), Energy Efficiency, Internet of Things, Machine Learning, Smart Building","Düsseldorf, Nordrhein-Westfalen, Germany",DABBEL is an Ai Building Management System (Ai-BMS) with the ability to self-manage building control systems.,3600000,EUR,4400112,,,,197,19,18,3600000,EUR,4400112,,,,3600000,EUR,4400112,2,2021-05-18,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Target Global, Neosfer, Seed X Liechtenstein, Agile Accelerator",,,,Private,40219,2018-03-02,day,For Profit,http://www.dabbel.eu,https://www.linkedin.com/company/18029317/,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Internet Services, Real Estate, Science and Engineering, Software, Sustainability",1,Abel Samaniego,1-10,Seed,Seed,3600000,EUR,4400112,Seed,2,4,,,"37,521","37,407",,,,,,,,,,,,
Fenris,https://www.crunchbase.com/organization/fenris-digital,"Fenris is a single API for data and insight used to streamline customer acquisition and improve retention for insurance products. Their clients (agencies, carriers, and financial services providers) leverage their APIs to inject insights and data into their workflows, increase conversions, and deliver killer Amazon-like customer journeys. Developer-first is our approach; it's the easy, secure way to access external data and custom algorithms that identify customers and ease the way. Their suite of APIs covers 95% of the US (255 million adults, 130 million households, 99% of properties (residential and commercial), 35 million small businesses, and 40 million new life events annually). Machine learning analytics engine that consistently hones its predictive scores to deliver more results right at the point of quote signals and scoring that streamline work flows and improve turn-around time in traditional and embedded purchase pathways.","Analytics, Auto Insurance, Commercial Insurance, FinTech, InsurTech, Life Insurance, Machine Learning, Predictive Analytics, Property Insurance, SaaS","Glen Allen, Virginia, United States",Fenris is a single source for instant insight and data enrichment for every application and policyholder.,4400000,USD,4400000,,,0,758,59,15,4400000,USD,4400000,258,Agriculture; Forestry; Animal Husbandry; Hunting; Trapping; Fishing,,,,,8,2023-03-08,"East Coast, Southern US",Less than $1M,"SixThirty, Lighthouse Labs RVA, Markd, IDEA Fund Partners, Virginia Venture Partners",,,2,Private,23059,2016-01-01,year,For Profit,https://FenrisD.com,https://www.linkedin.com/company/fenris-digital,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Software",1,Jennifer Linton,11-50,Seed,Seed,,,,Seed,4,11,,,"25,836","25,772",,,"Women Founded, Women Led",,,,,,,,,
Claira,https://www.crunchbase.com/organization/claira-c838,"Claira is an AI powered competency analytics engine that helps organizations understand their talent and hire better. Founded in 2020, Claira is headquartered in Grand Rapids, Michigan, United States.","Analytics, Artificial Intelligence (AI), Employment, Human Resources, Information Services, Information Technology","Grand Rapids, Michigan, United States",Claira is an AI-powered competency analytics engine that helps organizations understand their talent and hire better.,4400000,USD,4400000,,,,,,,4400000,USD,4400000,,,,3500000,USD,3500000,4,2022-05-03,"Great Lakes, Midwestern US",$1M to $10M,"Google for Startups, Connetic Ventures, Heartland Ventures, MassChallenge, Global Forward Capital",,,,Private,,2020-01-01,year,For Profit,https://www.claira.ai/,https://www.linkedin.com/company/claira-ai/,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",1,Katie Hall,11-50,Seed,Seed,3500000,USD,3500000,Seed,2,7,,,"44,222","44,075",,,"Women Founded, Women Led",,,,,,,,,
