Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
First Insight,https://www.crunchbase.com/organization/first-insight,"First Insight's SaaS solution gives retailers and manufacturers insight into expected product performance and optimal entry price points for new items that have no sales history, all within 48-72 hours.   Through its scalable Big Data platform, it enables thousands of consumers to evaluate hundreds of candidate new products through gamification and crowdsourcing. Online games are presented to consumers via social media, websites, emails, and mobile devices. First Insight's predictive analytic models filter and weight consumer input, ensuring that retailers and brands are listening to the right consumers.","Analytics, Predictive Analytics, Retail, SaaS","Warrendale, Pennsylvania, United States",First Insight is a cloud-based predictive analytics platform empowering retailers and manufacturers to identify winning new products.,23554267,USD,23554267,,,5,"60,446",16,24,23379267,USD,23379267,,Computing; Calculating,Scientific and technological services,14000000,USD,14000000,5,2015-03-05,"Great Lakes, Northeastern US",$10M to $50M,"Updata Partners, Adams Capital Management, Escalate Capital Partners, Idea Foundry",$50M to $100M,2015-03-05,1,Private,15086,2007-02-01,day,For Profit,http://www.firstinsight.com,http://www.linkedin.com/company/212863,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Software",1,Greg Petro,51-100,Early Stage Venture,Series B,14000000,USD,14000000,Series B,2,4,1,Made Acquisitions,"21,594","21,550",,,,,,,,,,,,
PAIR Finance,https://www.crunchbase.com/organization/pair-2,"PAIR Finance is the leading fintech for AI-based debt collection in Europe. The company is transforming the debt collection industry by making receivables management sustainable, digital, efficient and customer-focused: With the help of artificial intelligence, behavioral analytics and data science, PAIR Finance is setting a new standard in debt collection that supports business customers and consumers alike. More than 600 companies from a wide range of industries are already working successfully with the collection solution for the digital age. The fast-growing company, which was founded in Berlin in 2016, has a renowned private equity investor, Pollen Street, at its side. PAIR Finance has more than 250 experienced employees and is led by founder and CEO Stephan Stricker.","Artificial Intelligence (AI), Debt Collections, Financial Services, FinTech","Berlin, Berlin, Germany",PAIR Finance is a leading AI-based Fintech for debt collection and receivables management in Europe.,8300000,EUR,9448424,2022-10-11,day,1,"116,934",25,13,8300000,EUR,9448424,,,Advertising; business,2000000,EUR,2225090,3,2020-06-01,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"finleap, Zalando, Yabeo, IONIQ, Ey Ventures",,,0,Private,10623,2016-06-01,month,For Profit,https://www.pairfinance.com/en/,https://www.linkedin.com/company/pair-finance,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",2,"Christine Kiefer, Stephan Stricker",251-500,M&A,Series B,2000000,EUR,2225090,Series B,2,5,,Was Acquired,"21,603","21,559",,,,,,,,,,,,
Windsor.io,https://www.crunchbase.com/organization/windsor-software,We help growing companies remain personal with their customers,"Artificial Intelligence (AI), Software","San Francisco, California, United States",Windsor brings AI and augmented media tech to video personalization,3100000,USD,3100000,2024-01-24,day,,"2,377",69,,3100000,USD,3100000,,,,,,,4,2022-01-01,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"Y Combinator, Afore Capital, Shrug Capital, Precursor Ventures, Four Cities Capital",,,,Private,,2018-11-01,month,For Profit,https://windsor.io/,https://www.linkedin.com/company/windsorio/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Andrew Faust, Pranay Prakash",1-10,M&A,Seed,,,,Seed,3,14,,Was Acquired,"21,606","21,563",,,"Black / African American Founded, Black / African American Led, Middle Eastern / North African Led, South Asian Founded, South Asian Led",,,,,,,,,
BalkanID,https://www.crunchbase.com/organization/balkanid,"BalkanID has developed the industry’s first AI-powered Identity Governance and Administration (IGA) platform built for cloud-native environments. BalkanID was launched in 2021 and is based in Austin, Texas, United States.","Computer, Cyber Security, Identity Management, Machine Learning, Network Security","Austin, Texas, United States",BalkanID developed an AI-powered Identity Governance and Administration platform built for cloud-native environments.,8110000,USD,8110000,,,1,948,32,,8110000,USD,8110000,,,Scientific and technological services,2360000,USD,2360000,2,2022-08-25,Southern US,,"Afore Capital, Four Cities Capital, Sure Ventures, Firsthand Alliance, NKM Capital",,,0,Private,78750,2021-01-01,year,For Profit,https://www.balkan.id/,https://www.linkedin.com/company/balkanid/,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Privacy and Security, Software",2,"Sameer Sait, Subbu Rama",11-50,Seed,Seed,2360000,USD,2360000,Seed,,15,,,"21,608","21,565",,,,,,,,,,,,
Aiva Technologies,https://www.crunchbase.com/organization/aiva-technologies,"Aiva Technologies is an AI company that helps individuals by creating personalized soundtracks with AI. The company composes soundtrack music for motion pictures, games, commercials, and trailers. It develops compelling themes for projects faster than ever before, by leveraging the power of AI-generated music. Aiva was founded in 2016 and is headquartered in Luxembourg.","Artificial Intelligence (AI), Machine Learning, Media and Entertainment, Music","Luxembourg, Luxembourg, Luxembourg",Aiva Technologies is an AI company that helps individuals by creating personalized soundtracks with AI.,2150000,EUR,2466273,,,1,"535,053",51,,2150000,EUR,2466273,,,Scientific and electric apparatus and instruments,1500000,EUR,1700925,2,2020-06-15,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,"NetEase, Kima Ventures",,,0,Private,,2016-01-01,year,For Profit,http://www.aiva.ai/,https://www.linkedin.com/company/aiva-technologies/,,,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",3,"Denis Shtefan, Pierre Barreau, Vincent Barreau",1-10,Seed,Seed,1500000,EUR,1700925,Seed,1,2,,,"21,618","21,575",,,,,,,,,,,,
ICOM AI,https://www.crunchbase.com/organization/konect-ai,"ICOM AI provides AI-powered SMS solutions for automotive dealerships and enterprises. The company focuses on transforming automotive retail through advanced conversational AI. Their mission is to maximize conversion rates and profits with faster and more efficient communication processes. They offer seamless integration with automotive CRMs, enhancing their functionality and efficiency.","Artificial Intelligence (AI), Automotive, Lead Management, Natural Language Processing, SaaS, Sales Automation, Software","Spring, Texas, United States",ICOM AI is an artificial intelligence company operating in the automotive sector.,5500000,USD,5500000,,,,,31,,5500000,USD,5500000,,,,5500000,USD,5500000,1,2023-10-05,"Greater Houston Area, Southern US",$1M to $10M,Silverton Partners,,,,Private,77073,2021-01-01,year,For Profit,https://icom.ai,https://www.linkedin.com/company/icomai,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software, Transportation",2,"Cole Kutschinski, Paul Lehal",11-50,Seed,Seed,5500000,USD,5500000,Seed,1,1,,,"21,649","21,605",,,,,,,,,,,,
Altris.AI,https://www.crunchbase.com/organization/altris-ai,Altris.AI is a MedTech company that uses AI to set higher diagnostics standards and improve patient outcomes as a result. Altris AI uses the most extensive dataset of ophthalmic images and an advanced algorithm that recognizes 70+ retina pathologies and biomarkers on OCT scans.,"Artificial Intelligence (AI), Biotechnology, Education, Health Care, Machine Learning, Mobile, Mobile Apps","Chicago, Illinois, United States",FDA-cleared AI-powered ophthalmic image management system that detects 70+ retina pathologies and biomarkers on OCT scans.,1000000,USD,1000000,,,,570,49,,1000000,USD,1000000,,,,1000000,USD,1000000,2,2022-12-14,"Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,"Brinc, Artesian VC, Runa Capital, The University of Chicago Booth School of Business, JOINT JOURNEY",,,,Private,60603,2017-04-12,day,For Profit,https://www.altris.ai/,https://www.linkedin.com/company/altris-ai/,,,"Apps, Artificial Intelligence (AI), Biotechnology, Data and Analytics, Education, Health Care, Mobile, Science and Engineering, Software",3,"Andrey Kuropyatnyk, Anton Velychko, Maria Znamenska",11-50,Seed,Seed,1000000,USD,1000000,Seed,1,7,,,"21,664","21,620",,,,,,,,,,,,
Dayta AI,https://www.crunchbase.com/organization/dayta-ai-limited,"Dayta is a software company which develops retail analytics SaaS solutions for brick-and-mortar retailers through cloud computing, machine learning and big data. Our product, Cyclops, is a cloud-based AI solution powered by Machine Learning, that can leverage on any RTSP-connected camera to acquire, evaluate and interpret real-time data.","Analytics, Artificial Intelligence (AI), Big Data, Data Mining, Image Recognition, Machine Learning, Retail Technology, Software, Text Analytics","Sha Tin, New Territories, Hong Kong",Dayta is a software company which develops retail analytics SaaS solutions for brick-and-mortar retailers,7175000,USD,7175000,,,,"8,324",57,,7175000,USD,7175000,,,,375000,USD,375000,6,2024-03-04,Asia-Pacific (APAC),$1M to $10M,"EC Healthcare, VU Venture Partners, SBI Ven Capital, Particle Accelerator Limited (ParticleX), Abacus Tech",,,,Private,,2018-05-01,month,For Profit,http://dayta.ai,https://www.linkedin.com/company/daytaai/,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",3,"Alex Chu, Eugene Ho, Patrick Tu",11-50,Early Stage Venture,Series A,375000,USD,375000,Series A,3,17,,,"21,668","21,624",,,,,,,,,,,,
BigML,https://www.crunchbase.com/organization/bigml,"BigML is a leading Machine Learning company that helps thousands of businesses around the world make highly automated, data-driven decisions. BigML has pioneered the Machine Learning as a Service (MLAAS) wave of innovation through its consumable, programmable, and scalable software platform streamlining the creation and deployment of smart applications powered by state-of-the-art predictive models.  BigML offers a wide variety of basic Machine Learning resources that can be composed together to solve complex Machine Learning tasks. Customers can access to those resources via the BigML Dashboard, an intuitive web-based interface, or programmatically via its REST API or a multitude of libraries and tools. In addition to commercial activities, BigML is also playing an active role in promoting Machine Learning in education around the world through its education program making real BigML's motto: ""Machine Learning made beautifully simple for everyone"".","Artificial Intelligence (AI), Machine Learning, Predictive Analytics","Corvallis, Oregon, United States",BigML is Machine Learning made beautifully simple for everyone,7005380,USD,7005380,,,4,"12,390",58,18,7005380,USD,7005380,,Computing; Calculating,Scientific and electric apparatus and instruments,2652295,USD,2652295,6,2023-11-27,"West Coast, Western US",$10M to $50M,,,,10,Private,97330,2011-01-01,day,For Profit,http://bigml.com,http://www.linkedin.com/company/bigml-inc,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",6,"Adam Ashenfelter, Francisco J Martin, Jos Verwoerd, Jose Antonio Ortega, Justin Donaldson, Tom Dietterich",11-50,,Venture - Series Unknown,2652295,USD,2652295,Venture - Series Unknown,,,,,"21,670","21,626",,,"Hispanic / Latine Founded, Hispanic / Latine Led",,,,,,,,,
Calculum,https://www.crunchbase.com/organization/calculum,"Calculum develops a data analytics platform intended to reinvent the way companies analyze, manage, and negotiate payment terms. It utilizes smart analytics to identify opportunities that will strengthen trading partners by mapping the entire supply chain including environmental, social, and corporate governance factors. It identifies on average over 20% in working capital benefits and initiatives, positively impacting free cash flow, which in turn can be invested directly in their growth, development, and sustainability programs.","Analytics, Artificial Intelligence (AI), Financial Services, FinTech, Payments, Software, Supply Chain Management","Miami, Florida, United States",Calculum is a data-as-a-service company that uses analytics and AI system to support the optimization of financial supply chains.,4191476,USD,4191476,,,0,570,15,,4191476,USD,4191476,,,Advertising; business,4191476,USD,4191476,1,2023-01-30,"Greater Miami Area, East Coast, Southern US",$1M to $10M,"Revolution’s Rise of the Rest Seed Fund, Vestigo Ventures, XBTO Humla Ventures, Nevcaut Ventures, KD Venture Partners",,,0,Private,33136,2020-01-01,year,For Profit,https://www.calculum.ai/,https://www.linkedin.com/company/calculum-inc/,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Science and Engineering, Software, Transportation",1,Eugene Buckley,11-50,Seed,Seed,4191476,USD,4191476,Seed,1,5,,,"21,677","21,632",,,,,,,,,,,,
Amberscript,https://www.crunchbase.com/organization/amberscript,"Amberscript is building SaaS solutions that enable users to automatically transform audio and video into text and subtitles using speech recognition. The company uses the data that users generate to train the speech recognition engines in European languages. Amberscript's online text editor and human transcribers bring the text to 100% accuracy. Amberscript was founded in 2017 and is based in Amsterdam, Noord-Holland, The Netherlands.","Artificial Intelligence (AI), Machine Learning, SaaS, Speech Recognition, Translation Service","Amsterdam, Noord-Holland, The Netherlands",Amberscript is building SaaS solutions that automatically transform audio and video into text and subtitles using speech recognition.,8650000,EUR,9995401,,,2,"363,175",74,,8650000,EUR,9995401,0,,Scientific and electric apparatus and instruments,8650000,EUR,9995401,2,2021-11-04,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Endeit Capital, VentureBuilders Capital",,,0,Private,1016 DT,2017-12-28,day,For Profit,https://www.amberscript.com,https://www.linkedin.com/company/amberscript,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",3,"Peter-Paul de Leeuw, Thomas Dieste, Timo Behrens",101-250,Early Stage Venture,Series A,8650000,EUR,9995401,Series A,2,2,2,Made Acquisitions,"21,680","21,637",,,,,,,,,,,,
