"Province";"Technology";"Relatedness.Density";"Complexity";"RCA";"CPC";"X.Label..CPC.";"Relatedness.Density..CPC.";"RCA..CPC."
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A45B";"walking sticks ";23,63;0,83
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A45C";"purses; luggage; hand carried bags";22,91;0,7
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A45D";"hairdressing or shaving equipment; manicuring or o";39,72;0,52
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A45F";"travelling or camp equipment; sacks or packs carri";14,23;0,65
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A46B";"brushes ";22,04;2,47
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A62B";"devices, apparatus or methods for life-saving";27,88;0,82
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B42B";"permanently attaching together sheets, quires, or ";2,77;0
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B42C";"bookbinding";4,44;0,21
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B42D";"books; book covers; loose leaves; printed matter c";21,07;0,13
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B42F";"sheets temporarily attached together; filing appli";17,05;0,62
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B43K";"implements for writing or drawing";40,52;0,66
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B43L";"articles for writing or drawing upon; accessories ";11,93;1,15
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B43M";"bureau accessories not otherwise provided for ";11,61;0
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B44B";"machines, apparatus or tools for artistic work, e.";8,8;1,19
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B44C";"producing decorative effects; paperhanging";18,46;0,59
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B44D";"painting or artistic drawing, not otherwise provid";16,25;0,61
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B44F";"special designs or pictures";15,31;0,25
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"B68C";"saddles; stirrups";7,04;0
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"D06F";"laundering, drying, ironing, pressing or folding t";13,09;0,92
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"D06N";"wall, floor, or like covering materials, e.g. lino";8,84;1,14
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"D07B";"ropes or cables in general";9,93;0,16
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"F25D";"refrigerators; cold rooms; ice-boxes; cooling or f";21,11;0,15
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"G10D";"stringed musical instruments; wind musical instrum";7,29;0
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"G10G";"aids for music; supports for musical instruments; ";5,28;0
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"G10H";"electrophonic musical instruments; instruments in ";37,38;0,29
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"G10K";"sound-producing devices; ‘_methods or devices for ";34,31;2,38
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A24B";"manufacture or preparation of tobacco for smoking ";22,04;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A24C";"machines for making cigars or cigarettes";24,58;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A24D";"cigars; cigarettes; tobacco smoke filters; mouthpi";12,62;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A24F";"smokers' requisites; match boxes ";14,79;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A41B";"shirts; underwear; baby linen; handkerchiefs";9,44;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A41C";"corsets; brassií_res";2;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A41D";"outerwear; protective garments; accessories";19,54;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A41F";"garment fastenings; suspenders";7,42;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A41G";"artificial flowers; wigs; masks; feathers";11,72;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A42B";"hats; head coverings ";15,3;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A43B";"characteristic features of footwear; parts of foot";14,93;2,28
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A43C";"fastenings or attachments for footwear; laces in g";64,55;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A44B";"buttons, pins, buckles, slide fasteners, or the li";21,99;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A44C";"jewellery; bracelets; other personal adornments; c";5,42;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A45B";"walking sticks ";3,52;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A45C";"purses; luggage; hand carried bags";12,11;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A45D";"hairdressing or shaving equipment; manicuring or o";17,19;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A45F";"travelling or camp equipment; sacks or packs carri";19,51;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A46B";"brushes ";6,65;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"A62B";"devices, apparatus or methods for life-saving";13,25;5,56
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B42B";"permanently attaching together sheets, quires, or ";8,65;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B42C";"bookbinding";14,05;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B42D";"books; book covers; loose leaves; printed matter c";24,18;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B42F";"sheets temporarily attached together; filing appli";6,01;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B43K";"implements for writing or drawing";9,17;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B43L";"articles for writing or drawing upon; accessories ";3,23;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B43M";"bureau accessories not otherwise provided for ";17,76;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B44B";"machines, apparatus or tools for artistic work, e.";41,88;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B44C";"producing decorative effects; paperhanging";29,55;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B44D";"painting or artistic drawing, not otherwise provid";45,86;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B44F";"special designs or pictures";26,77;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"B68C";"saddles; stirrups";12,68;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"D06F";"laundering, drying, ironing, pressing or folding t";8,8;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"D06N";"wall, floor, or like covering materials, e.g. lino";42,72;4,33
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"D07B";"ropes or cables in general";29,45;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"F25D";"refrigerators; cold rooms; ice-boxes; cooling or f";17,42;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"G10D";"stringed musical instruments; wind musical instrum";4,58;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"G10G";"aids for music; supports for musical instruments; ";0,45;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"G10H";"electrophonic musical instruments; instruments in ";18,06;0
"Zeeland";"Other consumer goods";49,44;30,3;0,33;"G10K";"sound-producing devices; ‘_methods or devices for ";19,35;0
"Limburg";"Other special machines";61,69;15,15;1,91;"A01B";"soil working in agriculture or forestry; parts, de";43,42;0,59
"Limburg";"Other special machines";61,69;15,15;1,91;"A01C";"planting; sowing; fertilising ";46,57;2,16
"Limburg";"Other special machines";61,69;15,15;1,91;"A01D";"harvesting; mowing";11,55;0,69
"Limburg";"Other special machines";61,69;15,15;1,91;"A01F";"threshing; baling of straw, hay or the like; stati";14,83;0,75
"Limburg";"Other special machines";61,69;15,15;1,91;"A01G";"horticulture; cultivation of vegetables, flowers, ";48,88;8,63
"Limburg";"Other special machines";61,69;15,15;1,91;"A01J";"manufacture of dairy products";52,66;0
"Limburg";"Other special machines";61,69;15,15;1,91;"A01K";"animal husbandry; care of birds, fishes, insects; ";31,14;2,07
"Limburg";"Other special machines";61,69;15,15;1,91;"A01L";"shoeing of animals";78,66;0
"Limburg";"Other special machines";61,69;15,15;1,91;"A01M";"catching, trapping or scaring of animals; apparatu";62,27;4,56
"Limburg";"Other special machines";61,69;15,15;1,91;"A21B";"bakers' ovens; machines or equipment for baking";34,5;1,94
"Limburg";"Other special machines";61,69;15,15;1,91;"A21C";"machines or equipment for making or processing dou";72,94;3,24
"Limburg";"Other special machines";61,69;15,15;1,91;"A22B";"slaughtering";74,48;3,37
"Limburg";"Other special machines";61,69;15,15;1,91;"A22C";"processing meat, poultry, or fish";77,23;7,66
"Limburg";"Other special machines";61,69;15,15;1,91;"A23N";"machines or apparatus for treating harvested fruit";51,35;2,5
"Limburg";"Other special machines";61,69;15,15;1,91;"A23P";"shaping or working of foodstuffs, not fully covere";75,56;2,71
"Limburg";"Other special machines";61,69;15,15;1,91;"B02B";"preparing grain for milling; refining granular fru";39,4;0
"Limburg";"Other special machines";61,69;15,15;1,91;"B28B";"shaping clay or other ceramic compositions, slag o";34,98;1,55
"Limburg";"Other special machines";61,69;15,15;1,91;"B28C";"preparing clay; producing mixtures containing clay";10,98;0
"Limburg";"Other special machines";61,69;15,15;1,91;"B28D";"working stone or stone-like materials ";12,14;0
"Limburg";"Other special machines";61,69;15,15;1,91;"B29B";"preparation or pretreatment of the material to be ";49,51;1,65
"Limburg";"Other special machines";61,69;15,15;1,91;"B29C";"shaping or joining of plastics; shaping of substan";55,59;1,62
"Limburg";"Other special machines";61,69;15,15;1,91;"B29D";"producing particular articles from plastics or fro";48,53;0,52
"Limburg";"Other special machines";61,69;15,15;1,91;"B29K";"indexing scheme associated with subclasses b29b, b";60,29;2,04
"Limburg";"Other special machines";61,69;15,15;1,91;"B29L";"indexing scheme associated with subclass b29c, rel";51,63;1,21
"Limburg";"Other special machines";61,69;15,15;1,91;"C03B";"manufacture or shaping of glass, or of mineral or ";48,54;0,6
"Limburg";"Other special machines";61,69;15,15;1,91;"C08J";"working-up; general processes of compounding; afte";67,27;2,61
"Limburg";"Other special machines";61,69;15,15;1,91;"F41A";"functional features or details common to both smal";6,01;0
"Limburg";"Other special machines";61,69;15,15;1,91;"F41B";"weapons for projecting missiles without use of exp";13,7;0
"Limburg";"Other special machines";61,69;15,15;1,91;"F41C";"smallarms, e.g. pistols‘_or rifles); accessories t";5,61;0
"Limburg";"Other special machines";61,69;15,15;1,91;"F41F";"apparatus for launching projectiles or missiles fr";4,97;0
"Limburg";"Other special machines";61,69;15,15;1,91;"F41G";"weapon sights; aiming";16,5;0
"Limburg";"Other special machines";61,69;15,15;1,91;"F41H";"armour; armoured turrets; armoured or armed vehicl";18,14;6,07
"Limburg";"Other special machines";61,69;15,15;1,91;"F41J";"targets; target ranges; bullet catchers";21,56;0
"Limburg";"Other special machines";61,69;15,15;1,91;"F42B";"explosive charges, e.g. for blasting; fireworks; a";6,97;0,74
"Limburg";"Other special machines";61,69;15,15;1,91;"F42C";"ammunition fuzes";3,99;0
"Limburg";"Other special machines";61,69;15,15;1,91;"F42D";"blasting";10,36;0
"North Brabant";"Other special machines";23,91;15,15;0,77;"A01B";"soil working in agriculture or forestry; parts, de";12,74;0,36
"North Brabant";"Other special machines";23,91;15,15;0,77;"A01C";"planting; sowing; fertilising ";12,42;0,3
"North Brabant";"Other special machines";23,91;15,15;0,77;"A01D";"harvesting; mowing";41,33;0,43
"North Brabant";"Other special machines";23,91;15,15;0,77;"A01F";"threshing; baling of straw, hay or the like; stati";6,18;1,4
"North Brabant";"Other special machines";23,91;15,15;0,77;"A01G";"horticulture; cultivation of vegetables, flowers, ";15,78;1,82
"North Brabant";"Other special machines";23,91;15,15;0,77;"A01J";"manufacture of dairy products";61,85;0,64
"North Brabant";"Other special machines";23,91;15,15;0,77;"A01K";"animal husbandry; care of birds, fishes, insects; ";23,46;1,19
"North Brabant";"Other special machines";23,91;15,15;0,77;"A01L";"shoeing of animals";29,67;1,46
"North Brabant";"Other special machines";23,91;15,15;0,77;"A01M";"catching, trapping or scaring of animals; apparatu";25,59;0,42
"North Brabant";"Other special machines";23,91;15,15;0,77;"A21B";"bakers' ovens; machines or equipment for baking";37,87;2,41
"North Brabant";"Other special machines";23,91;15,15;0,77;"A21C";"machines or equipment for making or processing dou";40,55;2,55
"North Brabant";"Other special machines";23,91;15,15;0,77;"A22B";"slaughtering";77,07;6,97
"North Brabant";"Other special machines";23,91;15,15;0,77;"A22C";"processing meat, poultry, or fish";73,09;7,92
"North Brabant";"Other special machines";23,91;15,15;0,77;"A23N";"machines or apparatus for treating harvested fruit";55,74;4,91
"North Brabant";"Other special machines";23,91;15,15;0,77;"A23P";"shaping or working of foodstuffs, not fully covere";50,01;2,97
"North Brabant";"Other special machines";23,91;15,15;0,77;"B02B";"preparing grain for milling; refining granular fru";15,31;0
"North Brabant";"Other special machines";23,91;15,15;0,77;"B28B";"shaping clay or other ceramic compositions, slag o";13,78;0,39
"North Brabant";"Other special machines";23,91;15,15;0,77;"B28C";"preparing clay; producing mixtures containing clay";1,61;0
"North Brabant";"Other special machines";23,91;15,15;0,77;"B28D";"working stone or stone-like materials ";6,81;0,2
"North Brabant";"Other special machines";23,91;15,15;0,77;"B29B";"preparation or pretreatment of the material to be ";2,77;0,53
"North Brabant";"Other special machines";23,91;15,15;0,77;"B29C";"shaping or joining of plastics; shaping of substan";10,01;0,48
"North Brabant";"Other special machines";23,91;15,15;0,77;"B29D";"producing particular articles from plastics or fro";12,31;0,47
"North Brabant";"Other special machines";23,91;15,15;0,77;"B29K";"indexing scheme associated with subclasses b29b, b";9,16;0,54
"North Brabant";"Other special machines";23,91;15,15;0,77;"B29L";"indexing scheme associated with subclass b29c, rel";10,02;0,5
"North Brabant";"Other special machines";23,91;15,15;0,77;"C03B";"manufacture or shaping of glass, or of mineral or ";21,82;1,41
"North Brabant";"Other special machines";23,91;15,15;0,77;"C08J";"working-up; general processes of compounding; afte";8,05;0,55
"North Brabant";"Other special machines";23,91;15,15;0,77;"F41A";"functional features or details common to both smal";2,19;0
"North Brabant";"Other special machines";23,91;15,15;0,77;"F41B";"weapons for projecting missiles without use of exp";12,75;0
"North Brabant";"Other special machines";23,91;15,15;0,77;"F41C";"smallarms, e.g. pistols‘_or rifles); accessories t";0,84;0
"North Brabant";"Other special machines";23,91;15,15;0,77;"F41F";"apparatus for launching projectiles or missiles fr";3,47;0
"North Brabant";"Other special machines";23,91;15,15;0,77;"F41G";"weapon sights; aiming";23,6;0
"North Brabant";"Other special machines";23,91;15,15;0,77;"F41H";"armour; armoured turrets; armoured or armed vehicl";16,67;0,35
"North Brabant";"Other special machines";23,91;15,15;0,77;"F41J";"targets; target ranges; bullet catchers";23,03;0
"North Brabant";"Other special machines";23,91;15,15;0,77;"F42B";"explosive charges, e.g. for blasting; fireworks; a";3,49;0
"North Brabant";"Other special machines";23,91;15,15;0,77;"F42C";"ammunition fuzes";7,74;0
"North Brabant";"Other special machines";23,91;15,15;0,77;"F42D";"blasting";3,33;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"A01B";"soil working in agriculture or forestry; parts, de";38,62;8,25
"Zeeland";"Other special machines";58,69;15,15;3,35;"A01C";"planting; sowing; fertilising ";51,02;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"A01D";"harvesting; mowing";62,88;6,03
"Zeeland";"Other special machines";58,69;15,15;3,35;"A01F";"threshing; baling of straw, hay or the like; stati";77,16;34,38
"Zeeland";"Other special machines";58,69;15,15;3,35;"A01G";"horticulture; cultivation of vegetables, flowers, ";31,74;2,53
"Zeeland";"Other special machines";58,69;15,15;3,35;"A01J";"manufacture of dairy products";46,75;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"A01K";"animal husbandry; care of birds, fishes, insects; ";11,53;2,08
"Zeeland";"Other special machines";58,69;15,15;3,35;"A01L";"shoeing of animals";49,77;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"A01M";"catching, trapping or scaring of animals; apparatu";44,53;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"A21B";"bakers' ovens; machines or equipment for baking";34,81;6,84
"Zeeland";"Other special machines";58,69;15,15;3,35;"A21C";"machines or equipment for making or processing dou";72,64;9,14
"Zeeland";"Other special machines";58,69;15,15;3,35;"A22B";"slaughtering";18,87;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"A22C";"processing meat, poultry, or fish";44,81;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"A23N";"machines or apparatus for treating harvested fruit";44,15;0
"Zeeland";"Other special machines";58,69;15,15;3,35;"A23P";"shaping or working of foodstuffs, not fully covere";58,39;7,63
