Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Website,Diversity Spotlight,Organization Location,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Lunary Sleep and Longevity,https://www.crunchbase.com/funding_round/sona-healthy-sleep-pre-seed--ff6d3e01,Lunary Sleep and Longevity,https://www.crunchbase.com/organization/sona-healthy-sleep,Pre-Seed,50000,USD,50000,2021-02-11,Seed,500000,USD,500000,Yes,Lunary is developing Edu+Health personalized AI-assisted Sleep and Longevity holistic wellness program.,"Artificial Intelligence (AI), Gamification, Health Care, mHealth, Personal Health, Personalization, Predictive Analytics, Wellness",https://about.sona.health,,"Delaware City, Delaware, United States, North America",,50000,USD,50000,Seed,1,,,,,"138,528"
Seed Round - Trabble,https://www.crunchbase.com/funding_round/trabble-seed--1feba822,Trabble,https://www.crunchbase.com/organization/trabble,Seed,200000,USD,200000,2021-05-31,Seed,10000000,USD,10000000,Yes,Trabble's Guest Engagement SaaS platform empowers Travel & Hospitality businesses in adapting to the return of post-covid tourism.,"Artificial Intelligence (AI), B2B, Hospitality, Information Technology, Machine Learning, SaaS, Software, Tourism, Travel",https://www.trabble.co,,"Singapore, Central Region, Singapore, Asia",Less than $1M,400000,USD,400000,Seed,3,,Gurtin Ventures,1,,"509,739"
Pre Seed Round - AskSid Technology Solutions,https://www.crunchbase.com/funding_round/asksid-technology-solutions-pre-seed--5d8d6ac9,AskSid Technology Solutions,https://www.crunchbase.com/organization/asksid-technology-solutions,Pre-Seed,120000,USD,120000,2021-01-10,Seed,,,,Yes,AskSid Technology Solutions is a specialist Conversational AI solution for retail and consumer goods.,"Artificial Intelligence (AI), Computer Vision, E-Commerce, Information Technology, Machine Learning, Software",https://www.asksid.ai/,,"Bangalore, Karnataka, India, Asia",Less than $1M,120000,USD,120000,M&A,2,Techstars,Techstars,1,1,"509,813"
Grant - Shaker,https://www.crunchbase.com/funding_round/shaker-7419-grant--634499b7,Shaker,https://www.crunchbase.com/organization/shaker-7419,Grant,145000,USD,145000,2021-05-28,,,,,No,"Generative AI Platform for Marketing Teams. Create Campaigns & Content in Minutes, Not Weeks","Artificial Intelligence (AI), Generative AI, Marketing Automation, Software",https://shaker.is,,"Reykjavík, Gullbringusysla, Iceland, Europe",,145000,USD,145000,,1,Technology Development Fund,Technology Development Fund,1,,"305,173"
Seed Round - Skymatics,https://www.crunchbase.com/funding_round/skymatics-seed--42b9d24e,Skymatics,https://www.crunchbase.com/organization/skymatics,Seed,100000,USD,100000,2021-10-01,Seed,,,,Yes,"Skymatics is an aerial mapping and data analysis company that offers predictive analytics, remote sensing, and object detection services.","Agriculture, Analytics, Big Data, Computer Vision, Database, Drones, InsurTech, Machine Learning, Remote Sensing",http://www.skymatics.com,,"Calgary, Alberta, Canada, North America",$1M to $10M,100000,USD,100000,Seed,2,,Right Side Capital Management,1,,"240,216"
Pre Seed Round - Creatext,https://www.crunchbase.com/funding_round/creatext-pre-seed--74967aae,Creatext,https://www.crunchbase.com/organization/creatext,Pre-Seed,120000,USD,120000,2021-01-25,Seed,,,,Yes,Creatext is a Berlin-based team of AI engineers building a “GitHub Copilot for salespeople”.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Natural Language Processing, Sales, Software",https://creatext.ai,,"Berlin, Berlin, Germany, Europe",$1M to $10M,120000,USD,120000,Seed,1,Techstars,Techstars,1,1,"185,267"
Grant - DeepJudge,https://www.crunchbase.com/funding_round/deepjudge-grant--e3cbd643,DeepJudge,https://www.crunchbase.com/organization/deepjudge,Grant,150000,CHF,167671,2021-06-10,,,,,No,DeepJudge is supported by distinguished advisors from academia and industry.,"Artificial Intelligence (AI), Machine Learning, Software",https://deepjudge.ai,,"Zürich, Zurich, Switzerland, Europe",,11068972,USD,11068972,Seed,3,InnoBooster,InnoBooster,1,,"185,739"
Seed Round - Quartolio,https://www.crunchbase.com/funding_round/quartolio-seed--aab240ee,Quartolio,https://www.crunchbase.com/organization/quartolio,Seed,120000,USD,120000,2021-07-19,Seed,,,,Yes,Quartolio is an autonomous insight discovery platform that makes sense of millions of scientific documents in real-time.,"AgTech, Artificial Intelligence (AI), Big Data, Cloud Data Services, Food and Beverage, Information Technology, Knowledge Management, Software",http://quartolio.com,"Black Led, Women Founded, Women Led","New York, New York, United States, North America",Less than $1M,154000,USD,154000,Seed,5,Techstars,Techstars,1,1,"359,711"
Grant - Hollo Limited,https://www.crunchbase.com/funding_round/hollo-limited-grant--a3ec1899,Hollo Limited,https://www.crunchbase.com/organization/hollo-limited,Grant,1000000,HKD,128839,2021-04-20,,,,,No,"SaaS, Digital Therapeutics, Healthtech, Mental Health","Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Health Diagnostics, Information Technology, Mental Health, Personal Health, Software, Wellness",https://hollo.hk,,"Central and Western, Hong Kong Island, Hong Kong, Asia",$1M to $10M,6190000,HKD,793900,Seed,10,,,,,"187,987"
Pre Seed Round - Safer Management,https://www.crunchbase.com/funding_round/safer-management-pre-seed--cc5d8921,Safer Management,https://www.crunchbase.com/organization/safer-management,Pre-Seed,125000,USD,125000,2021-08-31,Seed,,,,Yes,Safer Management is an AI attendance tracking software platform.,"Artificial Intelligence (AI), Computer, Education, Machine Learning, Software",https://www.safermgmt.com,Black Founded,"Dallas, Texas, United States, North America",,125000,USD,125000,Seed,3,Y Combinator,Y Combinator,1,,"433,209"
Grant - SENSOMATT,https://www.crunchbase.com/funding_round/sensomatt-grant--4e38d566,SENSOMATT,https://www.crunchbase.com/organization/sensomatt,Grant,100000,EUR,120487,2021-03-01,,,,,No,SENSOMATT engages in the development of sensor- or AI-based solutions to detect and prevent pressure ulcers in all sensitive people.,"Artificial Intelligence (AI), Hardware, Health Diagnostics, Home Health Care, Medical Device, Sensor",http://www.sensomatt.com,,"Castelo Branco, Castelo Branco, Portugal, Europe",Less than $1M,310000,EUR,355951,Seed,5,,Portugal 2020,1,,"189,514"
Debt Financing - Red Mountain Scientific,https://www.crunchbase.com/funding_round/red-mountain-scientific-debt-financing--5108e7a1,Red Mountain Scientific,https://www.crunchbase.com/organization/red-mountain-scientific,Debt Financing,200000,USD,200000,2021-02-25,,,,,No,Red Mountain Scientific provides the data needed to effectively manage wind turbine or cell tower assets.,"Analytics, Artificial Intelligence (AI), Asset Management, Database, Information Technology, Software",https://www.redmtnsci.com,,"Fort Collins, Colorado, United States, North America",$1M to $10M,1200000,USD,1200000,Seed,3,,,,,"434,199"
Pre Seed Round - Perceptron Health,https://www.crunchbase.com/funding_round/perceptron-health-pre-seed--836ee58b,Perceptron Health,https://www.crunchbase.com/organization/perceptron-health,Pre-Seed,100000,USD,100000,2021-08-02,Seed,,,,Yes,Perceptron Health is building the future of hybrid specialty care,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical, Medical Device",https://www.perceptronhealth.com,,"New York, New York, United States, North America",,100000,USD,100000,Seed,2,,Cornell Tech,1,,"434,392"
Pre Seed Round - XPL,https://www.crunchbase.com/funding_round/xpl-pre-seed--523a2df2,XPL,https://www.crunchbase.com/organization/xpl,Pre-Seed,100000,USD,100000,2021-01-19,Seed,,,,Yes,XPL is a deep active learning platform created to accelerate the business adoption of AI.,"Artificial Intelligence (AI), Information Technology, Software",,,"Stockholm, Stockholms Lan, Sweden, Europe",,100000,USD,100000,Seed,1,,Antler,1,,"364,384"
Grant - Athlytic,https://www.crunchbase.com/funding_round/athlytic-grant--2fa420cd,Athlytic,https://www.crunchbase.com/organization/athlytic,Grant,25000,USD,25000,2021-09-10,,,,,No,Athlytic is an AI-enabled marketplace that connects student-athletes with potential brand partners.,"Artificial Intelligence (AI), Collaboration, Marketplace, Sports",https://www.athlytic.io,Black Founded,"Detroit, Michigan, United States, North America",$1M to $10M,305000,USD,305000,Seed,6,TechRise Chicago,TechRise Chicago,1,,"287,568"
Grant - FR8relay,https://www.crunchbase.com/funding_round/truckish-grant--bd7d3aa3,FR8relay,https://www.crunchbase.com/organization/truckish,Grant,100000,USD,100000,2021-07-01,,,,,No,FR8relay is transforming supply-chain and logistics using relay and AI,"Artificial Intelligence (AI), Logistics, Machine Learning, Military, Software, Supply Chain Management",http://fr8relay.com,"East Asian Founded, South Asian Founded, South Asian Led, Women Founded","Bentonville, Arkansas, United States, North America",$1M to $10M,1631000,USD,1631000,Seed,9,U.S. Department of Agriculture,U.S. Department of Agriculture,1,,"436,227"
Pre Seed Round - iN2iTY Lab,https://www.crunchbase.com/funding_round/in2ity-lab-pre-seed--b3cc6acc,iN2iTY Lab,https://www.crunchbase.com/organization/in2ity-lab,Pre-Seed,190000,AUD,140931,2021-10-15,Seed,,,,Yes,B2B Saas helping post-secondary education providers improve student retention and revenue.,"E-Learning, EdTech, Higher Education, Predictive Analytics, Virtual Reality, Vocational Education",,,"Sydney, New South Wales, Australia, Oceania",,190000,AUD,140931,Seed,1,,Antler,1,,"533,044"
Seed Round - Zillions Inc.,https://www.crunchbase.com/funding_round/zillions-inc-seed--a8d70644,Zillions Inc.,https://www.crunchbase.com/organization/zillions-inc,Seed,100000,USD,100000,2021-07-01,Seed,1400000,USD,1400000,Yes,"Using AI, we convert real-world visual information into electronic form","Artificial Intelligence (AI), Casino, Computer Vision, Gaming, Machine Learning",https://zillions.ai/,"Women Founded, Women Led","Henderson, Nevada, United States, North America",,350000,USD,350000,Seed,2,EXPERT DOJO,EXPERT DOJO,1,1,"288,099"
Pre Seed Round - Sunairio,https://www.crunchbase.com/funding_round/sunairio-pre-seed--55ac4820,Sunairio,https://www.crunchbase.com/organization/sunairio,Pre-Seed,20000,USD,20000,2021-09-12,Seed,,,,Yes,Sunairio is a developer of a weather intelligence platform for renewable energy prediction.,"Analytics, Information Technology, Predictive Analytics, Renewable Energy, Software",https://www.sunairio.com/,,"Baltimore, Maryland, United States, North America",$1M to $10M,1860000,USD,1860000,Seed,3,Techstars,Techstars,1,,"436,736"
Pre Seed Round - EcoMap Technologies,https://www.crunchbase.com/funding_round/ecomap-technologies-pre-seed--2fb32081,EcoMap Technologies,https://www.crunchbase.com/organization/ecomap-technologies,Pre-Seed,120000,USD,120000,2021-12-03,Seed,,,,Yes,"We create data-drive platforms to power any ecosystem, from entrepreneurial communities, to industries, to corporate networks","Analytics, Artificial Intelligence (AI), Business Intelligence, Communities",https://www.ecomap.tech,"Black Led, Women Founded, Women Led","Baltimore, Maryland, United States, North America",$1M to $10M,7365000,USD,7365000,Seed,4,Techstars,Techstars,1,,"437,324"
Pre Seed Round - Talk@Ease,https://www.crunchbase.com/funding_round/digital-language-solutions-kft-pre-seed--b69be38e,Talk@Ease,https://www.crunchbase.com/organization/digital-language-solutions-kft,Pre-Seed,15000000,HUF,49931,2021-08-19,Seed,,,,Yes,"Hungarian EdTech startup behind the award-winning Talk@Ease mobile app, that helps gain conversational confidence in foreign languages.","B2B, B2C, Information Technology, Language Learning, Mobile Apps, Natural Language Processing, Software",https://talkatease.com,,"Miskolc, Miskolc, Hungary, Europe",,55000000,HUF,169028,Seed,2,,Hiventures,1,,"290,345"
Seed Round - ЭМИИА ИИ (EMIIA.AI),https://www.crunchbase.com/funding_round/emiia-ai-seed--b72553c0,ЭМИИА ИИ (EMIIA.AI),https://www.crunchbase.com/organization/emiia-ai,Seed,1650000,RUB,22448,2021-07-01,Seed,,,,Yes,EMIIA.AI SDK Machine Radio vision — neural network library for signal processing and data visualization,"Artificial Intelligence (AI), Information Technology",https://www.emiia.ai,,"Moscow, Moscow City, Russian Federation, Europe",,322448,USD,322448,Seed,3,,Accelerator B8,1,,"291,288"
Pre Seed Round - Recoshelf,https://www.crunchbase.com/funding_round/recoshelf-pre-seed--f08341af,Recoshelf,https://www.crunchbase.com/organization/recoshelf,Pre-Seed,50000,USD,50000,2021-11-01,Seed,1500000,USD,1500000,Yes,We help to choose healthy products in the shops with an AI-based app.,"Artificial Intelligence (AI), SaaS, Software",https://recoshelf.io,,"Tallin, Harjumaa, Estonia, Europe",,315083,USD,315083,Seed,6,Ukrainian Startup Fund,Ukrainian Startup Fund,1,,"291,684"
Non Equity Assistance - Sign-Speak,https://www.crunchbase.com/funding_round/sign-speak-non-equity-assistance--2176e417,Sign-Speak,https://www.crunchbase.com/organization/sign-speak,Non-equity Assistance,100000,USD,100000,2021-06-16,,,,,No,"Sign-Speak develops automatic, real-time captioning and ASL to English interpreting services via an online platform and mobile application.","Artificial Intelligence (AI), Information Technology, Machine Learning, SaaS",https://www.sign-speak.com,"Black Founded, Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded","Rochester, New York, United States, North America",Less than $1M,350000,USD,350000,,7,Google for Startups,Google for Startups,1,,"498,287"
Pre Seed Round - Qme solutions,https://www.crunchbase.com/funding_round/qme-solutions-pre-seed--3b8b9698,Qme solutions,https://www.crunchbase.com/organization/qme-solutions,Pre-Seed,100000,USD,100000,2021-06-01,Seed,,,,Yes,Qme is an AI-Based Digital Queuing Solution designed to offer smart remote reservations based on customer's location and arrival time,"Artificial Intelligence (AI), Customer Service",https://www.Qme.solutions,,"Cairo, Al Qahirah, Egypt, Africa",,150500,USD,150500,Seed,3,,,,,"430,496"
Pre Seed Round - Cogniant,https://www.crunchbase.com/funding_round/cogniant-pre-seed--e55fea50,Cogniant,https://www.crunchbase.com/organization/cogniant,Pre-Seed,120000,USD,120000,2021-01-10,Seed,,,,Yes,Cogniant is an AI-assisted digital health platform for monitoring chronic and mental health conditions.,"Artificial Intelligence (AI), Health Care, InsurTech, Machine Learning, Medical, Mental Health",http://www.cogniant.co,,"Singapore, Central Region, Singapore, Asia",$1M to $10M,120000,USD,120000,Seed,1,Techstars,Techstars,1,1,"499,648"
Seed Round - Smartz,https://www.crunchbase.com/funding_round/smartz-55f0-seed--70eb3f1b,Smartz,https://www.crunchbase.com/organization/smartz-55f0,Seed,200000,USD,200000,2021-06-16,Seed,,,,Yes,Simplifying Property Management.,"Artificial Intelligence (AI), Hospitality, Property Management, PropTech, Real Estate, Rental Property, SaaS, Smart Building, Smart Home, Transaction Processing",https://www.smartz.cloud/,"East Asian Founded, East Asian Led","Champaign, Illinois, United States, North America",$1M to $10M,5300000,USD,5300000,,4,,,,,"500,515"
Pre Seed Round - Smart.Reviews,https://www.crunchbase.com/funding_round/smart-reviews-pre-seed--d8e886ad,Smart.Reviews,https://www.crunchbase.com/organization/smart-reviews,Pre-Seed,50000,USD,50000,2021-01-07,Seed,,,,Yes,AI Powered Reviews platform aimed to cater to businesses worldwide that have an online presence.,"Artificial Intelligence (AI), Internet",https://smart.reviews/,,"London, England, United Kingdom, Europe",,590000,USD,590000,Seed,9,,,,,"500,743"
Pre Seed Round - reKnow,https://www.crunchbase.com/funding_round/reknow-pre-seed--fe08a488,reKnow,https://www.crunchbase.com/organization/reknow,Pre-Seed,200000,AUD,142081,2021-12-14,Seed,,,,Yes,reKnow is an AI-powered content generation service platform that transforms complex content into easy-to-understand and engaging content.,"Artificial Intelligence (AI), Service Industry",https://reknow.io,,"Canberra, Australian Capital Territory, Australia, Oceania",,200000,AUD,142081,Seed,1,Skalata,Skalata,1,,"501,275"
