Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Location,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Gazelle.ai,https://www.crunchbase.com/funding_round/gazelle-ai-seed--ed0443f4,Gazelle.ai,https://www.crunchbase.com/organization/gazelle-ai,Seed,250000,CAD,191400,2019-07-19,Seed,,,,Yes,Gazelle.ai is the first application designed to use AI and big data to consistently identify companies poised for growth and expansion.,"Analytics, Artificial Intelligence (AI), Machine Learning, SaaS",,https://gazelle.ai,"Montreal, Quebec, Canada, North America",,1000000,CAD,788691,M&A,2,,,,,"493,628"
Seed Round - ChemTech AI,https://www.crunchbase.com/funding_round/chemtec-seed--b3d79c41,ChemTech AI,https://www.crunchbase.com/organization/chemtec,Seed,150000,USD,150000,2019-07-22,Seed,,,,Yes,"AI-based software designed to operate food, chemical, cosmetic, and oil & gas production lines. Fully autonomous and highly efficient.","Artificial Intelligence (AI), Industrial Automation, Manufacturing, Software",,https://www.chmtch.com,"New York, New York, United States, North America",,1150000,USD,1150000,Seed,3,500 Global,500 Global,1,1,"200,358"
Seed Round - Circle Squared,https://www.crunchbase.com/funding_round/circle-squared-seed--b98c6173,Circle Squared,https://www.crunchbase.com/organization/circle-squared,Seed,20000,GBP,24583,2019-10-01,Seed,,,,Yes,Circle Squared is a platform that squares the circle between businesses' CSR efforts and consumer's ease of access to that information.,"Environmental Consulting, Information Technology, Machine Learning, Social, Social Entrepreneurship",,https://circlesquared.com/,"London, England, United Kingdom, Europe",,68670,GBP,88063,Seed,2,,Bethnal Green Ventures,1,,"418,965"
Pre Seed Round - Datature,https://www.crunchbase.com/funding_round/datature-pre-seed--b952031a,Datature,https://www.crunchbase.com/organization/datature,Pre-Seed,150000,SGD,110104,2019-11-13,Seed,,,,Yes,"Powering Breakthrough AI with MLOps - with love, without code","Artificial Intelligence (AI), Computer Vision, Information Technology, Machine Learning, Project Management",,https://datature.io,"Singapore, Central Region, Singapore, Asia",$1M to $10M,2810104,USD,2810104,Seed,2,,Enterprise Singapore,1,,"419,537"
Convertible Note - KrishiHub,https://www.crunchbase.com/funding_round/krishihub-convertible-note--bb1306c0,KrishiHub,https://www.crunchbase.com/organization/krishihub,Convertible Note,100000,EUR,110914,2019-08-21,,,,,No,KrishiHub is an agri-tech startup building technology-driven agricultural ecosystem for Indian farmers.,"Agriculture, AgTech, Artificial Intelligence (AI), Internet, Machine Learning, Marketplace",,http://krishihub.com,"Bangalore, Karnataka, India, Asia",$1M to $10M,168114,USD,168114,Seed,2,Rockstart,Rockstart,1,,"421,490"
Seed Round - Senpex,https://www.crunchbase.com/funding_round/senpex-seed--7a1151dc,Senpex,https://www.crunchbase.com/organization/senpex,Seed,100000,USD,100000,2019-06-01,Seed,,,,Yes,"Delivery Platform simplifying the Last Mile Delivery process for businesses via Mobile app, Web portal, AI-based Voice Ordering & Senpex API","Artificial Intelligence (AI), Catering, Courier Service, Crowdsourcing, Delivery, Delivery Service, Food Delivery, Logistics, Shipping, Supply Chain Management",,https://web.senpex.com,"San Jose, California, United States, North America",$1M to $10M,1470000,USD,1470000,Seed,5,,,,,"295,070"
Pre Seed Round - Camdog Inc,https://www.crunchbase.com/funding_round/camdog-inc-pre-seed--ea62e953,Camdog Inc,https://www.crunchbase.com/organization/camdog-inc,Pre-Seed,70000,USD,70000,2019-09-01,Seed,1000000,USD,1000000,Yes,Camdog - cloud-based on-demand video surveillance and analysis service,"Artificial Intelligence (AI), Information Technology, Internet, Machine Learning, Software",,https://camdog.cloud,"New York, New York, United States, North America",,470000,USD,470000,Seed,4,,,,,"295,186"
Seed Round - releva.nz,https://www.crunchbase.com/funding_round/releva-nz-seed--3f1bd466,releva.nz,https://www.crunchbase.com/organization/releva-nz,Seed,85000,EUR,95068,2019-04-29,Seed,2750000,EUR,3075736,Yes,Fully automatic retargeting based on artificial intelligence.,"Ad Retargeting, Advertising, Artificial Intelligence (AI), Marketing Automation",,https://releva.nz,"Berlin, Berlin, Germany, Europe",Less than $1M,85000,EUR,95068,Seed,1,,,,,"422,181"
Non Equity Assistance - CosmoBots,https://www.crunchbase.com/funding_round/cosmobots-non-equity-assistance--aaf549f4,CosmoBots,https://www.crunchbase.com/organization/cosmobots,Non-equity Assistance,150000,USD,150000,2019-03-24,,,,,No,CosmoBots is a self-service ChatBot platform with focus in AI and automated customer service.,"Artificial Intelligence (AI), Chatbot, Information Technology, Internet of Things, Software",,https://cosmobots.io,"São Paulo, Sao Paulo, Brazil, South America",,150000,USD,150000,,1,Google for Startups,Google for Startups,1,,"605,829"
Grant - LexX Technologies,https://www.crunchbase.com/funding_round/lexx-technologies-grant--0633374e,LexX Technologies,https://www.crunchbase.com/organization/lexx-technologies,Grant,50000,EUR,55257,2019-11-07,,,,,No,LexX Technologies is an intelligent platform that uses NLP and machine learning for maintenance of complex industrial assets and equipment,"Artificial Intelligence (AI), Asset Management, Cloud Data Services, Enterprise Applications, Information Technology, Machine Learning, Natural Language Processing, Semantic Search, Software",,http://https//www.lexxtechnologies.com/,"Melbourne, Victoria, Australia, Oceania",$1M to $10M,3525735,USD,3525735,Seed,14,,Edpstarter,1,,"605,969"
Pre Seed Round - Ox,https://www.crunchbase.com/funding_round/oculogx-pre-seed--80cc17bc,Ox,https://www.crunchbase.com/organization/oculogx,Pre-Seed,100000,USD,100000,2019-01-01,Seed,,,,Yes,Ox is an enterprise software provider that develops human-centered automation systems across the supply chain.,"Artificial Intelligence (AI), Enterprise Software, Industrial Automation, Retail Technology, Software, Supply Chain Management","South Asian Founded, Women Founded, Women Led",https://getox.com,"Bentonville, Arkansas, United States, North America",$1M to $10M,16200000,USD,16200000,Early Stage Venture,3,TechSquare Labs,TechSquare Labs,1,,"606,170"
Debt Financing - Bridgetown AI,https://www.crunchbase.com/funding_round/bridgetown-ai-debt-financing--ce6e3b06,Bridgetown AI,https://www.crunchbase.com/organization/bridgetown-ai,Debt Financing,200000,USD,200000,2019-03-05,,,,,No,Bridgetown AI is an automated insights SaaS platform.,"Artificial Intelligence (AI), Machine Learning, SaaS, Software",,https://www.bridgetown.ai/,"Portland, Oregon, United States, North America",Less than $1M,200000,USD,200000,,1,,,,,"606,608"
Grant - Anima.ey,https://www.crunchbase.com/funding_round/anima-ey-grant--ce65789f,Anima.ey,https://www.crunchbase.com/organization/anima-ey,Grant,71429,EUR,81868,2019-01-01,,,,,No,Anima is an AI tool aiming to provide professionals initial information concerning sexual abuse experience through self-figure drawings.,Artificial Intelligence (AI),,http://anima-ey.com,"Tel Aviv, Tel Aviv, Israel, Asia",,71429,EUR,81868,,1,,EASME - EU Executive Agency for SMEs,1,,"606,815"
Grant - ShimmerCat,https://www.crunchbase.com/funding_round/shimmercat-for-business-grant--99029f43,ShimmerCat,https://www.crunchbase.com/organization/shimmercat-for-business,Grant,71429,EUR,81868,2019-01-01,,,,,No,ShimmerCat creates faster e-commerce websites with an intelligent IT infrastructure that use HTTP/2 and AI.,"Artificial Intelligence (AI), E-Commerce, E-Commerce Platforms, Enterprise Software, Software, Web Development",,https://www.shimmercat.com/,"Stockholm, Stockholms Lan, Sweden, Europe",Less than $1M,440956,USD,440956,,2,,EASME - EU Executive Agency for SMEs,1,,"607,759"
Pre Seed Round - Genomawork,https://www.crunchbase.com/funding_round/genomawork-pre-seed--71877142,Genomawork,https://www.crunchbase.com/organization/genomawork,Pre-Seed,200000,USD,200000,2019-10-01,Seed,2400000,USD,2400000,Yes,AI driven platform for better hiring. We use neuroscience-based games and machine learning for staffing services.,"Artificial Intelligence (AI), Gamification, Human Resources, Machine Learning, Recruiting",,https://www.genoma.work/,"Santiago, Region Metropolitana, Chile, South America",Less than $1M,900000,USD,900000,Seed,3,,,,,"149,726"
Pre Seed Round - WeTraq,https://www.crunchbase.com/funding_round/wetraq-pre-seed--2d9cd84e,WeTraq,https://www.crunchbase.com/organization/wetraq,Pre-Seed,200000,CAD,150814,2019-01-15,Seed,,,,Yes,"Revolutionizing senior care through AI-powered OEM assistive solutions, enhancing lives and easing the burden on caregivers","Artificial Intelligence (AI), Consumer Electronics, Hardware, Health Care, Mobile, Software, Wearables",,https://www.wetraq.ca,"Toronto, Ontario, Canada, North America",Less than $1M,550000,CAD,409511,Seed,4,,Ontario Centre of Innovation,1,,"149,857"
Angel Round - Numbers Protocol,https://www.crunchbase.com/funding_round/numbers-protocol-angel--c78bd6af,Numbers Protocol,https://www.crunchbase.com/organization/numbers-protocol,Angel,100000,USD,100000,2019-10-31,Seed,,,,Yes,Numbers Protocol is an open and decentralized network designed to ensure provenance for all types of creative works created by humans & AI.,"Artificial Intelligence (AI), Blockchain, Content, Cryptocurrency, Data Collection and Labeling, Data Integration, Digital Media, Mobile Apps, Software",,https://numbersprotocol.io,"Taipei, T'ai-pei, Taiwan, Asia",$1M to $10M,6320000,USD,6320000,,14,,,,,"149,911"
Grant - b-rayZ,https://www.crunchbase.com/funding_round/b-rayz-grant--e4b79f75,b-rayZ,https://www.crunchbase.com/organization/b-rayz,Grant,10000,CHF,10002,2019-02-05,,,,,No,b-rayZTM develops artificial intelligence software for quality management and standardization of clinical procedures in radiology.,"Analytics, Artificial Intelligence (AI), Health Care, Software",,http://www.b-rayz.ch/,"Zürich, Zurich, Switzerland, Europe",$1M to $10M,4160000,CHF,4285061,Early Stage Venture,3,Venture Kick,Venture Kick,1,,"150,017"
Pre Seed Round - Poloriz,https://www.crunchbase.com/funding_round/poloriz-pre-seed--3b1d51f5,Poloriz,https://www.crunchbase.com/organization/poloriz,Pre-Seed,20000,USD,20000,2019-09-15,Seed,,,,Yes,Creating the ultimate mobile eCommerce shopping experience,"E-Commerce, Internet, Predictive Analytics, Retail Technology",,https://www.poloriz.com/,"Tel Aviv, Tel Aviv, Israel, Asia",Less than $1M,70000,USD,70000,Seed,2,,"Fusion, Legziel Family",2,,"150,073"
Non Equity Assistance - Jovian Technologies,https://www.crunchbase.com/funding_round/jovian-technologies-non-equity-assistance--0df29962,Jovian Technologies,https://www.crunchbase.com/organization/jovian-technologies,Non-equity Assistance,200000,USD,200000,2019-03-29,,,,,No,AI SaaS platform for Food & Beverage Competitive Intelligence & Consumer data Analytics,"Analytics, Artificial Intelligence (AI), Consumer Goods, Food and Beverage, Machine Learning, SaaS",,https://www.jov.ai,"Naperville, Illinois, United States, North America",$1M to $10M,1060000,USD,1060000,Seed,3,,Plug and Play Food & Beverage,1,,"608,642"
Seed Round - E.O.I Technologies,https://www.crunchbase.com/funding_round/eoi-technologies-seed--622c0fa7,E.O.I Technologies,https://www.crunchbase.com/organization/eoi-technologies,Seed,120000,USD,120000,2019-12-04,Seed,,,,Yes,E.O.I Technologies develops a remote laser-based vibration sensor intended for rapid and large-scale data collection.,"Data Collection and Labeling, Food and Beverage, Machinery Manufacturing, Predictive Analytics, Sensor, Software",,https://eoi-technologies.com/,"Calgary, Alberta, Canada, North America",Less than $1M,120000,USD,120000,Seed,1,Techstars,Techstars,1,1,"608,766"
Seed Round - Lullaai: Baby Sleep App,https://www.crunchbase.com/funding_round/lullaai-seed--72e69202,Lullaai: Baby Sleep App,https://www.crunchbase.com/organization/lullaai,Seed,200000,USD,200000,2019-07-10,Seed,,,,Yes,Lullaai is a AI assisted baby sleep app.,"Artificial Intelligence (AI), Fitness, Health Care, Information Technology, Machine Learning, Wellness",,http://www.lullaai.com,"Madrid, Madrid, Spain, Europe",Less than $1M,475115,USD,475115,Seed,5,,,,,"150,664"
Pre Seed Round - One Assessment,https://www.crunchbase.com/funding_round/one-assessment-pre-seed--32e228ff,One Assessment,https://www.crunchbase.com/organization/one-assessment,Pre-Seed,50000,EUR,56842,2019-03-01,Seed,,,,Yes,One Assessment is talent development & analytics platform for building high-performing workforces.,"Analytics, Artificial Intelligence (AI), Human Resources, Machine Learning, Recruiting, SaaS",,https://www.oneassessment.com,"Belgrade, Vojvodina, Serbia, Europe",Less than $1M,50000,EUR,56842,Seed,2,ICT Hub Venture,ICT Hub Venture,1,,"129,718"
Pre Seed Round - GreenflyAI,https://www.crunchbase.com/funding_round/greenflyai-pre-seed--908e9fb2,GreenflyAI,https://www.crunchbase.com/organization/greenflyai,Pre-Seed,30000,EUR,33613,2019-07-09,Seed,,,,Yes,Hack your Customer Experience using AI.,"Artificial Intelligence (AI), CRM, Customer Service, Natural Language Processing, SaaS",,https://greenfly.ai,"London, England, United Kingdom, Europe",,30000,EUR,33613,Seed,1,YouStartIT by MITA Innovation Hub,YouStartIT by MITA Innovation Hub,1,,"129,837"
Pre Seed Round - Fintalk AI,https://www.crunchbase.com/funding_round/fintalk-0554-pre-seed--4deb486b,Fintalk AI,https://www.crunchbase.com/organization/fintalk-0554,Pre-Seed,800000,BRL,208398,2019-08-01,Seed,,,,Yes,"Fintalk is an AI startup focused on Human Interaction for large corporations, reducing human need on call centers, field services and beyond","Artificial Intelligence (AI), Customer Service, Debt Collections, E-Commerce, Field Support, Sales Automation, Software",,https://www.fintalk.ai,"São Paulo, Sao Paulo, Brazil, South America",$1M to $10M,2000981,USD,2000981,Seed,4,,,,,"130,039"
Pre Seed Round - Automatica,https://www.crunchbase.com/funding_round/automatica-e97c-pre-seed--9421e099,Automatica,https://www.crunchbase.com/organization/automatica-e97c,Pre-Seed,20000,USD,20000,2019-11-01,Seed,,,,Yes,Automatica is a corporate communications platform using chatbots and artificial intelligence.,"Apps, Artificial Intelligence (AI), Chatbot, Messaging",,https://automatica.ly,"Moscow, Moscow City, Russian Federation, Europe",,20000,USD,20000,Seed,1,Winno Moscow,Winno Moscow,1,,"130,154"
Angel Round - Annova Solutions Pvt Ltd,https://www.crunchbase.com/funding_round/annova-solutions-pvt-ltd-angel--622cbce5,Annova Solutions Pvt Ltd,https://www.crunchbase.com/organization/annova-solutions-pvt-ltd,Angel,100000,USD,100000,2019-10-20,Seed,,,,Yes,"Your growth partner in AI and Machine Learning, Healthcare Operations, Computer Vision Services and more...","Artificial Intelligence (AI), Computer Vision, Crowdsourcing, Enterprise Software, Image Recognition, Information Technology, Internet of Things, Machine Learning, Natural Language Processing, Sales",,https://annovasolutions.com/,"Indore, Madhya Pradesh, India, Asia",,150000,USD,150000,Seed,2,,,,,"131,154"
Grant - Legartis,https://www.crunchbase.com/funding_round/legartis-technology-ag-grant--63483cad,Legartis,https://www.crunchbase.com/organization/legartis-technology-ag,Grant,71429,EUR,81868,2019-01-01,,,,,No,"Legartis is a legal tech startup developing a contract intelligence software. Using ML, NLP and AI, we automate the analysis of contracts.","Artificial Intelligence (AI), B2B, Legal, Machine Learning, Natural Language Processing, Software",,http://legartis.ai,"Zürich, Zurich, Switzerland, Europe",$1M to $10M,1089268,USD,1089268,Seed,2,,EASME - EU Executive Agency for SMEs,1,,"398,977"
Grant - VAPAR,https://www.crunchbase.com/funding_round/vapar-grant--7b1d6c1c,VAPAR,https://www.crunchbase.com/organization/vapar,Grant,25000,USD,25000,2019-09-10,,,,,No,VAPAR is a developer of an engineering software intended for pipe asset management.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Robotics, Software",,https://vapar.co/,"Sydney, New South Wales, Australia, Oceania",$1M to $10M,5572820,USD,5572820,Early Stage Venture,4,,,,,"132,338"
