Organization Name,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Number of Founders,Founders,Number of Employees,Number of Lead Investors,Number of Investors,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Accelerator Application Deadline,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors
PhantomBuster,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/phantombuster,,"Advertising, Big Data, Cloud Data Services, Marketing Automation, Sales Automation","Paris, Ile-de-France, France",PhantomBuster opens a new era of lead generation.,"24,015","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://phantombuster.com,https://twitter.com/officialpbuster,https://www.facebook.com/phbuster,https://www.linkedin.com/company/82483466,contact@phantombuster.com,,,,,,,,,,,,"Advertising, Data and Analytics, Information Technology, Internet Services, Sales and Marketing, Software",2,Seed,5/1/2019,610000,EUR,683349,Seed,610000,EUR,683349,Seed,758349,USD,758349,758349,USD,758349,"NUMA, OneRagtime, The Refiners"
PhotoPresta,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/photopresta,,"Gift Card, Photo Editing, Photography, Video","Paris, Ile-de-France, France",PhotoPresta specializes in offering a wide range of photography and videography services for various events and projects.,"1,800,909","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://photopresta.fr/,https://twitter.com/photopresta,https://www.facebook.com/photopresta,https://www.linkedin.com/company/photopresta/,hello@photopresta.com,,,,,,,,,,,,"Commerce and Shopping, Content and Publishing, Financial Services, Media and Entertainment, Video",,,,,,,,,,,,,,,,,,
Piloc,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/piloc,,"Online Portals, Property Management, Real Estate, Rental","Paris, Ile-de-France, France","Piloc is a real estate management platform that provides rental and payment management, automation, and data/integration solutions.","303,233","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://piloc.io,https://twitter.com/Piloc_immo,https://www.facebook.com/Piloc.gestionlocative,https://www.linkedin.com/company/piloc,contact@piloc.io,,,,,,,,,,,,"Commerce and Shopping, Internet Services, Real Estate",,,,,,,,,,,,,,,,,,
Pimster,75013,,,Active,1/1/2021,year,,,,,3,"Aubry d'Andoque de S̩ri̬ge, Baptiste Gamblin, Gregoire Galichon",10-Jan,,5,https://www.crunchbase.com/organization/pimster,,"Apps, B2B, Business Development, Information Technology","Paris, Ile-de-France, France",Pimster is a data-driven growth app that connects brands with their customers via digital user manuals.,"83,694","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.pimster.app,,,https://www.linkedin.com/company/pimster-app/,,,,,,,,,,,,,"Apps, Information Technology, Other, Professional Services, Software",1,Seed,4/4/2021,2000000,EUR,2353539,Seed,2000000,EUR,2353539,Seed,2000000,EUR,2353539,2000000,EUR,2353539,"Kima Ventures, Frenchfounders, Thibaud Elziere, Frederic Montagnon, Stephane Levy"
Pinpo,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/pinpo,,"Artificial Intelligence (AI), Machine Learning, SaaS, Sales, Sales Automation, SMS, Social CRM, Software","Paris, Ile-de-France, France",Pinpo is a lead qualification as service solution for medium and large B2C companies,"45,415","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.pinpo.com,https://twitter.com/pinpo_app,https://www.facebook.com/meetpinpo,https://www.linkedin.com/company/pinpo/,contact@pinpo.fr,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software",5,Early Stage Venture,6/21/2024,1600000,EUR,1710719,Series A,1600000,EUR,1710719,Series A,2605000,EUR,2825976,2605000,EUR,2825976,"Inovexus, Louva Invest, Patrice Thiry, CNP Assurances"
Planisense,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/planisense,,"Enterprise Software, Industrial Design, Logistics, Software","Paris, Ile-de-France, France",Planisense is a publisher of innovative and intelligent planning solutions.,"286,084","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://planisense.com,https://twitter.com/REDLOG_SAS,,https://www.linkedin.com/company/planisense,contact@planisense.com,,,,,,,,,,,,"Design, Hardware, Software, Transportation",2,,2/28/2024,1800000,EUR,1950913,Venture - Series Unknown,1800000,EUR,1950913,Venture - Series Unknown,1800000,EUR,1950913,1800000,EUR,1950913,"Bpifrance, St̩phane Aubin"
PlayPlay,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/playplay,,"Internet, Software, Video","Paris, Ile-de-France, France",PlayPlay is a video creation tool designed for communication professionals.,"10,579","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://playplay.com,https://twitter.com/playplayvideo,https://www.facebook.com/PlayPlayVideo/,https://www.linkedin.com/company/playplay/,contact@playplay.com,,,,,,,,,,,,"Internet Services, Media and Entertainment, Software, Video",3,Early Stage Venture,1/20/2022,55000000,USD,55000000,Series B,55000000,USD,55000000,Series B,65845705,USD,65845705,65845705,USD,65845705,"Insight Partners, Balderton Capital, Point Nine, Kerala Ventures"
Popmii,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/popmii,,"3D Technology, Augmented Reality, Digital Marketing, Web Apps","Paris, Ile-de-France, France",Popmii is a tool for internet marketing designed to produce effective and immersive marketing campaigns.,"92,550","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.popmii.com/en/,https://twitter.com/Popmii_app,https://www.facebook.com/PopmiiWebApp/?modal=admin_todo_tour,https://www.linkedin.com/company/popmii/,,,,,,,,,,,,,"Apps, Hardware, Sales and Marketing, Software",1,,11/7/2022,1100000,EUR,1101918,Venture - Series Unknown,1100000,EUR,1101918,Venture - Series Unknown,1100000,EUR,1101918,1100000,EUR,1101918,"Bpifrance, Paris Business Angels, GL events, INSEAD Business Angels Alumni France"
Pressmium,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/pressmium,,"Digital Media, Internet, News","Paris, Ile-de-France, France",Pressmium is an online platform for news and media.,"1,073,840","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.pressmium.com/,https://twitter.com/pressmium,https://www.facebook.com/pressmium,https://www.linkedin.com/company/pressmium/,hello@pressmium.com,,,,,,,,,,,,"Content and Publishing, Internet Services, Media and Entertainment",,,,,,,,,,,,,,,,,,
Prestigious,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/prestigious,,"Ticketing, Travel, Travel Agency","Paris, Ile-de-France, France","Prestigious offers personalized travel planning and booking services, focusing on unique travel experiences.","2,359,775","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.prestigious.fr,https://twitter.com/BlogPrestigious,https://www.facebook.com/prestigious.fr/,https://www.linkedin.com/company/prestigiousfr,contact@prestigious.fr,,,,,,,,,,,,"Events, Media and Entertainment, Travel and Tourism",,,,,,,,,,,,,,,,,,
Prof en Poche,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/prof-en-poche,,"Artificial Intelligence (AI), Education, Training","Paris, Ile-de-France, France","Prof en Poche is an IT firm that specializes in artificial intelligence, mobile and web teaching assistant.","748,148","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://profenpoche.com/,https://twitter.com/profenpoche,,https://www.linkedin.com/company/prof-en-poche/,contact@profenpoche.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",,,,,,,,,,,,,,,,,,
Pronoo,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/pronoo,,"Artificial Intelligence (AI), Internet, Sports","Paris, Ile-de-France, France",Pronoo is the tipster using artificial intelligence algorithms to predict sports results.,"280,012","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://pronoo.ai,https://twitter.com/pronoo_ai,https://www.facebook.com/pronooai/,https://www.linkedin.com/company/pronoo,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software, Sports",,,,,,,,,,,,,,,,,,
Pulp,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/pulp-9ded,,"Food and Beverage, Mobile Apps, Restaurants","Paris, Ile-de-France, France",Pulp is the number one french ordering platform for local takeouts in restaurants.,"294,059","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.pulp.eu,,https://www.facebook.com/joinpulp/,https://www.linkedin.com/company/joinpulp,arnaud@joinpulp.com,,,,,,,,,,,,"Apps, Food and Beverage, Mobile, Software",2,M&A,3/26/2020,,,,Seed,,,,Seed,,,,,,,Thomas Rebaud
Qantev,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/qantev,,"Artificial Intelligence (AI), Data Management, Enterprise Software, Insurance, InsurTech, Machine Learning, Software","Paris, Ile-de-France, France",AI claims platform for health & life insurance,"9,602","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.qantev.com,https://www.twitter.com/qantev,,https://www.linkedin.com/company/qantev/,sales@qantev.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",3,Early Stage Venture,9/27/2024,30000000,EUR,33514498,Series B,30000000,EUR,33514498,Series B,45176652,USD,45176652,45176652,USD,45176652,"Entrepreneur First, Omnes Capital, Raise Ventures, Elaia, Blossom Capital"
Qard,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/qard,,"E-Commerce, Finance, Financial Services, FinTech, Marketplace","Paris, Ile-de-France, France",Qard provide financing solutions for marketplace sellers and e-merchants.,"645,213","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.qardfinance.com/,https://twitter.com/qardfi,https://www.facebook.com/qardfinance/,https://www.linkedin.com/company/qardfinance/,,,,,,,,,,,,,"Commerce and Shopping, Financial Services",1,,3/6/2018,,,,Non-equity Assistance,,,,,,,,,,,Tenity
Qevlar AI,75009,,,Active,5/1/2023,month,,,,,2,"Ahmed Achchak, Hamza Sayah",Nov-50,1,7,https://www.crunchbase.com/organization/qevlar-ai,,"Artificial Intelligence (AI), Cyber Security, SaaS, Software","Paris, Ile-de-France, France","Qevlar boosts SOC team productivity with AI-driven, zero-programming automation for real-time alert investigation across any toolset.","10,996","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.qevlar.com,,,https://www.linkedin.com/company/qevlar,contact@qevlar.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",1,Seed,11/15/2023,4500000,EUR,4884540,Seed,4500000,EUR,4884540,Seed,4500000,EUR,4884540,4500000,EUR,4884540,"EQT Ventures, Mehdi Ghissassi, Olivier Pomel, Florian Douetteau, Tarik Dadi"
Qlower,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/qlower,,"Accounting, Financial Services, FinTech, Property Management, Real Estate, Real Estate Investment","Paris, Ile-de-France, France","Qlower, accounting & tax automation for real estate investors.","58,421","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.qlower.com/,https://twitter.com/qlowerapp,https://www.facebook.com/Qlowerapp,https://www.linkedin.com/company/qlower/,admin@qlower.com,,,,,,,,,,,,"Financial Services, Professional Services, Real Estate",3,Seed,3/28/2024,600000,EUR,647463,Seed,600000,EUR,647463,Seed,1600000,EUR,1746616,1600000,EUR,1746616,"Bpifrance, Inovexus, Didier Valet"
Qommet,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/qommet,,"Employee Benefits, Human Resources, Information Technology, Real Time, SaaS, Software","Paris, Ile-de-France, France",Qommet leverages a Total Compensation SaaS that help companies intuitively plan and analyze their compensation in real-time.,"705,859","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://qommet.com/,,,,,,,,,,,,,,,,"Administrative Services, Health Care, Information Technology, Other, Software",,,,,,,,,,,,,,,,,,
Qotid,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/qotid,,"Application Performance Management, Management Information Systems, SaaS","Paris, Ile-de-France, France","Qotid offers a financial management platform for businesses, integrating accounting and commercial data.","785,343","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.qotid.com,,https://www.facebook.com/qotid,https://www.linkedin.com/company/qotid,hello@qotid.com,,,,,,,,,,,,"Data and Analytics, Information Technology, Software",,,,,,,,,,,,,,,,,,
Qweeko,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/qweeko,,"Electronics, Environmental Engineering, Information Technology","Paris, Ile-de-France, France","Qweeko accelerates and reduces the cost of Life Cycle Assessment for electronic products, promoting sustainable choices.","693,430","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://qweeko.io,,,https://www.linkedin.com/company/qweeko,hello@qweeko.io,,,,,,,,,,,,"Consumer Electronics, Hardware, Information Technology, Science and Engineering, Sustainability",,,,,,,,,,,,,,,,,,
R-PUR,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/r-pur,,Health Care,"Paris, Ile-de-France, France",R-PUR provides a premium anti-pollution mask.,"108,767","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://r-pur.com,https://www.twitter.com/rpurofficial,https://www.facebook.com/rpur.official,https://www.linkedin.com/company/r-pur/,hello@r-pur.com,,,,,,,,,,,,Health Care,1,,11/1/2019,2500000,EUR,2792061,Venture - Series Unknown,2500000,EUR,2792061,Venture - Series Unknown,2500000,EUR,2792061,2500000,EUR,2792061,"Citizen Capital, Erdinc Ucan"
Rakoono,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/rakoono,,"Apps, Artificial Intelligence (AI), EdTech, Education, Machine Learning, Secondary Education, Software","Paris, Ile-de-France, France",A study buddy in every student's pocket,"233,020","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://rakoono.com,,,https://www.linkedin.com/company/rakoono,pro.thomaslecorre@gmail.com,,,,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",,,,,,,,,,,,,,,,,,
RandomCoffee,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/randomcoffee,,"Human Resources, Information Technology, SaaS, Software","Paris, Ile-de-France, France",RandomCoffee is a SaaS for internal networking that connects colleagues based on pre-defined rules.,"230,970","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://random-coffee.com,https://twitter.com/randomcoffeeapp,https://www.facebook.com/randomcoffeeapp/,https://www.linkedin.com/company/18241158/,ouadia@random-coffee.com,,,,,,,,,,,,"Administrative Services, Information Technology, Software",1,,3/24/2020,,,,Non-equity Assistance,,,,,,,,,,,SAP.iO
Rapsodie,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/rapsodie,,Gaming,"Paris, Ile-de-France, France",Bring Music IP to gaming,"91,921","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://rapsodie.co/,https://twitter.com/rapsodie_fr,,https://www.linkedin.com/company/rapsodiedata,contact@rapsodie.co,,,,,,,,,,,,Gaming,1,Seed,8/31/2022,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,1000000,USD,1000000,1000000,USD,1000000,
Recast.AI,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/recast-ai,,"Artificial Intelligence (AI), Collaboration, Machine Learning, Messaging, SaaS","Paris, Ile-de-France, France","Recast.AI is an end to end platform that allows developers to create conversational interfaces, also known as bots.","77,355","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://recastai.com,,,https://www.linkedin.com/company/recast-ai,hello@recast.ai,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Other, Science and Engineering, Software",1,M&A,6/24/2016,1000000,EUR,1111146,Seed,1000000,EUR,1111146,Seed,1000000,EUR,1111146,1000000,EUR,1111146,Kima Ventures
Refty,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/refty,,"B2B, Information Technology, Internet, Service Industry","Paris, Ile-de-France, France",Refty is an interactive virtual space platform.,"410,700","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://refty.co/,https://twitter.com/refty_co,https://www.facebook.com/Reftyco-106843078434349/,https://www.linkedin.com/company/refty/,,,,,,,,,,,,,"Information Technology, Internet Services, Other",1,Seed,10/1/2021,,,,Pre-Seed,,,,Pre-Seed,,,,,,,
RefurbMe,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/refurbme,,"Brand Marketing, E-Commerce, Price Comparison, Search Engine","Paris, Ile-de-France, France",The ultimate comparator for Apple refurbished products,"599,265","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.refurb.me,http://twitter.com/refurbme,http://www.facebook.com/RefurbMe,http://www.linkedin.com/company/2972459,support@refurb.me,,,,,,,,,,,,"Commerce and Shopping, Internet Services, Sales and Marketing",,,,,,,,,,,,,,,,,,
Remixt,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/remixt,,"Human Resources, SaaS, Software","Paris, Ile-de-France, France","Powerful analytics to prevent critical churn, legal, and reputation risks generated by the lack of Diversity, Equity & inclusion.","115,223","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://remixt.co/en,,,https://www.linkedin.com/company/remixt/,fabienpierre@remixt.co,,,,,,,,,,,,"Administrative Services, Software",2,,10/1/2023,420000,EUR,443693,Grant,,,,,,,,420000,EUR,443693,"Bpifrance, Be Angels"
